;OTIMIZADOR;MODELO;CLASSES;SEED;N_estimators;Max_depth;Min_samples_split;Min_samples_leaf;Fitness
450;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
451;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
452;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
453;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
454;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
455;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
456;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
457;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
458;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
459;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
460;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
461;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
462;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
463;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
464;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
465;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
466;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
467;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
468;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
469;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
470;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
471;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
472;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
473;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
474;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
475;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
476;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
477;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
478;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
479;PSO;RF;6;3000;104.0;74.0;4.0;2.0;-0.3
480;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
481;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
482;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
483;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
484;PSO;RF;6;3000;138.0;196.0;3.0;2.0;-0.35
485;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
486;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
487;PSO;RF;6;3000;138.0;196.0;3.0;2.0;-0.35
488;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
489;PSO;RF;6;3000;138.0;196.0;3.0;2.0;-0.35
490;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
491;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
492;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
493;PSO;RF;6;3000;138.0;196.0;3.0;2.0;-0.35
494;PSO;RF;6;3000;138.0;196.0;3.0;2.0;-0.35
495;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
496;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
497;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
498;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
499;PSO;RF;6;3000;138.0;196.0;3.0;2.0;-0.35
500;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
501;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
502;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
503;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
504;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
505;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
506;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
507;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
508;PSO;RF;6;3000;139.0;195.0;3.0;3.0;-0.35
