;OTIMIZADOR;MODELO;CLASSES;SEED;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
1130;SA;XGBoost;6;6000;99;151;gbtree;0.925;0.225;-0.4
1131;SA;XGBoost;6;6000;99;151;gbtree;0.925;0.225;-0.4
1132;SA;XGBoost;6;6000;99;151;gbtree;0.925;0.225;-0.4
1133;SA;XGBoost;6;6000;99;151;gbtree;0.925;0.225;-0.4
1134;SA;XGBoost;6;6000;99;151;gbtree;0.925;0.225;-0.4
1135;SA;XGBoost;6;6000;99;151;gbtree;0.925;0.225;-0.4
1136;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1137;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1138;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1139;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1140;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1141;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1142;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1143;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1144;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1145;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1146;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1147;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1148;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1149;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1150;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1151;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1152;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1153;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1154;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1155;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1156;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1157;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1158;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1159;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1160;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
1161;SA;XGBoost;6;6000;60;250;gbtree;0.815;0.1;-0.45
