;OTIMIZADOR;MODELO;CLASSES;SEED;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
2025;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2026;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2027;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2028;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2029;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2030;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2031;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2032;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2033;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2034;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2035;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2036;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2037;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2038;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2039;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2040;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2041;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2042;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2043;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2044;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2045;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2046;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2047;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2048;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2049;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2050;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2051;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2052;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2053;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2054;PSO;XGBoost;8;10000;46;347;gbtree;0.897;0.233;-0.225
2055;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2056;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2057;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2058;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2059;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2060;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2061;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2062;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2063;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2064;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2065;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2066;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2067;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2068;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2069;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2070;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2071;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2072;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2073;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2074;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2075;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2076;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2077;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2078;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2079;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2080;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2081;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2082;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2083;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2084;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2085;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2086;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2087;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2088;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2089;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2090;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2091;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2092;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2093;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2094;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2095;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2096;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2097;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2098;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2099;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2100;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2101;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
2102;PSO;XGBoost;8;10000;39;281;gbtree;0.793;0.624;-0.275
