;Hidden Layers;Alpha;Activation;Fitness
0;129;0.2871091963296497;relu;-0.25
1;129;0.2871091963296497;relu;-0.25
2;129;0.2871091963296497;relu;-0.25
3;129;0.2871091963296497;relu;-0.25
4;129;0.2871091963296497;relu;-0.25
5;129;0.2871091963296497;relu;-0.25
6;151;0.38134351611380113;tanh;-0.275
7;151;0.38134351611380113;tanh;-0.275
8;151;0.38134351611380113;tanh;-0.275
9;151;0.38134351611380113;tanh;-0.275
10;151;0.38134351611380113;tanh;-0.275
11;151;0.38134351611380113;tanh;-0.275
12;151;0.38134351611380113;tanh;-0.275
13;151;0.38134351611380113;tanh;-0.275
14;151;0.38134351611380113;tanh;-0.275
