;OTIMIZADOR;MODELO;CLASSES;SEED;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
1356;SA;XGBoost;8;7000;175;32;gblinear;0.735;0.285;-0.1
1357;SA;XGBoost;8;7000;221;280;gbtree;0.71;0.165;-0.175
1358;SA;XGBoost;8;7000;304;152;gblinear;0.04;0.095;-0.175
1359;SA;XGBoost;8;7000;304;152;gblinear;0.04;0.095;-0.175
1360;SA;XGBoost;8;7000;304;152;gblinear;0.04;0.095;-0.175
1361;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1362;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1363;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1364;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1365;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1366;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1367;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1368;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1369;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1370;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1371;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1372;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1373;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1374;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1375;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1376;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1377;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1378;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1379;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1380;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1381;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1382;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1383;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1384;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1385;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
1386;SA;XGBoost;8;7000;256;281;gbtree;0.295;0.03;-0.275
