;OTIMIZADOR;MODELO;CLASSES;SEED;N_estimators;Max_depth;Min_samples_split;Min_samples_leaf;Fitness
2025;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2026;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2027;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2028;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2029;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2030;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2031;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2032;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2033;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2034;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2035;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2036;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2037;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2038;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2039;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2040;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2041;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2042;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2043;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2044;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2045;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2046;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2047;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2048;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2049;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2050;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2051;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2052;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2053;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2054;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2055;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2056;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2057;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2058;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2059;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2060;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2061;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2062;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2063;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2064;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2065;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2066;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2067;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2068;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2069;PSO;RF;8;10000;14.0;52.0;4.0;3.0;-0.125
2070;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2071;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2072;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2073;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2074;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2075;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2076;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2077;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2078;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2079;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2080;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2081;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2082;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2083;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2084;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2085;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2086;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2087;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2088;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2089;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2090;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2091;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2092;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2093;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2094;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2095;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2096;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2097;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2098;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2099;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2100;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2101;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2102;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2103;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2104;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2105;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2106;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2107;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2108;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2109;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2110;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2111;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2112;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2113;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2114;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2115;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2116;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2117;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2118;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2119;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2120;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2121;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2122;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2123;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2124;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2125;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2126;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2127;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2128;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
2129;PSO;RF;8;10000;86.0;76.0;7.0;6.0;-0.175
