;OTIMIZADOR;MODELO;CLASSES;SEED;N_estimators;Max_depth;Min_samples_split;Min_samples_leaf;Fitness
226;SA;RF;8;2000;239.0;35.0;32.0;18.0;-0.0
227;SA;RF;8;2000;370.0;102.0;38.0;42.0;-0.025
228;SA;RF;8;2000;370.0;102.0;38.0;42.0;-0.025
229;SA;RF;8;2000;370.0;102.0;38.0;42.0;-0.025
230;SA;RF;8;2000;370.0;102.0;38.0;42.0;-0.025
231;SA;RF;8;2000;277.0;273.0;3.0;15.0;-0.05
232;SA;RF;8;2000;277.0;273.0;3.0;15.0;-0.05
233;SA;RF;8;2000;317.0;109.0;8.0;8.0;-0.075
234;SA;RF;8;2000;317.0;109.0;8.0;8.0;-0.075
235;SA;RF;8;2000;317.0;109.0;8.0;8.0;-0.075
236;SA;RF;8;2000;317.0;109.0;8.0;8.0;-0.075
237;SA;RF;8;2000;317.0;109.0;8.0;8.0;-0.075
238;SA;RF;8;2000;317.0;109.0;8.0;8.0;-0.075
239;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
240;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
241;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
242;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
243;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
244;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
245;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
246;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
247;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
248;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
249;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
250;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
251;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
252;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
253;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
254;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
255;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
256;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
257;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
258;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
259;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
260;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
261;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
262;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
263;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
264;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
265;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
266;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
267;SA;RF;8;2000;249.0;11.0;5.0;4.0;-0.1
