;OTIMIZADOR;MODELO;CLASSES;SEED;Hidden Layers;Alpha;Activation;Fitness
675;PSO;MLP;7;4000;91;0.453;relu;-0.325
676;PSO;MLP;7;4000;91;0.453;relu;-0.325
677;PSO;MLP;7;4000;91;0.453;relu;-0.325
678;PSO;MLP;7;4000;91;0.453;relu;-0.325
679;PSO;MLP;7;4000;91;0.453;relu;-0.325
680;PSO;MLP;7;4000;91;0.453;relu;-0.325
681;PSO;MLP;7;4000;91;0.453;relu;-0.325
682;PSO;MLP;7;4000;91;0.453;relu;-0.325
683;PSO;MLP;7;4000;91;0.453;relu;-0.325
684;PSO;MLP;7;4000;91;0.453;relu;-0.325
685;PSO;MLP;7;4000;91;0.453;relu;-0.325
686;PSO;MLP;7;4000;91;0.453;relu;-0.325
687;PSO;MLP;7;4000;91;0.453;relu;-0.325
688;PSO;MLP;7;4000;91;0.453;relu;-0.325
689;PSO;MLP;7;4000;91;0.453;relu;-0.325
690;PSO;MLP;7;4000;91;0.453;relu;-0.325
691;PSO;MLP;7;4000;91;0.453;relu;-0.325
692;PSO;MLP;7;4000;91;0.453;relu;-0.325
693;PSO;MLP;7;4000;91;0.453;relu;-0.325
694;PSO;MLP;7;4000;91;0.453;relu;-0.325
695;PSO;MLP;7;4000;91;0.453;relu;-0.325
696;PSO;MLP;7;4000;91;0.453;relu;-0.325
697;PSO;MLP;7;4000;91;0.453;relu;-0.325
698;PSO;MLP;7;4000;91;0.453;relu;-0.325
699;PSO;MLP;7;4000;91;0.453;relu;-0.325
700;PSO;MLP;7;4000;91;0.453;relu;-0.325
701;PSO;MLP;7;4000;91;0.453;relu;-0.325
702;PSO;MLP;7;4000;91;0.453;relu;-0.325
703;PSO;MLP;7;4000;91;0.453;relu;-0.325
704;PSO;MLP;7;4000;91;0.453;relu;-0.325
705;PSO;MLP;7;4000;91;0.453;relu;-0.325
706;PSO;MLP;7;4000;91;0.453;relu;-0.325
707;PSO;MLP;7;4000;91;0.453;relu;-0.325
708;PSO;MLP;7;4000;91;0.453;relu;-0.325
709;PSO;MLP;7;4000;91;0.453;relu;-0.325
710;PSO;MLP;7;4000;91;0.453;relu;-0.325
711;PSO;MLP;7;4000;91;0.453;relu;-0.325
712;PSO;MLP;7;4000;91;0.453;relu;-0.325
713;PSO;MLP;7;4000;91;0.453;relu;-0.325
714;PSO;MLP;7;4000;91;0.453;relu;-0.325
715;PSO;MLP;7;4000;91;0.453;relu;-0.325
716;PSO;MLP;7;4000;91;0.453;relu;-0.325
