;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;76;267;gbtree;0.1842;0.3006;-0.4
1;76;267;gbtree;0.1842;0.3006;-0.4
2;76;267;gbtree;0.1842;0.3006;-0.4
3;76;267;gbtree;0.1842;0.3006;-0.4
4;76;267;gbtree;0.1842;0.3006;-0.4
5;76;267;gbtree;0.1842;0.3006;-0.4
6;220;299;gbtree;0.5338;0.2624;-0.425
7;220;299;gbtree;0.5338;0.2624;-0.425
8;220;299;gbtree;0.5338;0.2624;-0.425
9;220;299;gbtree;0.5338;0.2624;-0.425
10;220;299;gbtree;0.5338;0.2624;-0.425
11;220;299;gbtree;0.5338;0.2624;-0.425
12;220;299;gbtree;0.5338;0.2624;-0.425
13;220;299;gbtree;0.5338;0.2624;-0.425
14;220;299;gbtree;0.5338;0.2624;-0.425
