;Hidden Layers;Alpha;Activation;Fitness
0;46;0.5741087105167514;identity;-0.30000000000000004
1;46;0.5741087105167514;identity;-0.30000000000000004
2;46;0.5741087105167514;identity;-0.30000000000000004
3;85;0.6511951671080334;identity;-0.32500000000000007
4;85;0.6511951671080334;identity;-0.32500000000000007
5;85;0.6511951671080334;identity;-0.32500000000000007
6;85;0.6511951671080334;identity;-0.32500000000000007
7;85;0.6511951671080334;identity;-0.32500000000000007
8;85;0.6511951671080334;identity;-0.32500000000000007
9;85;0.6511951671080334;identity;-0.32500000000000007
10;85;0.6511951671080334;identity;-0.32500000000000007
11;85;0.6511951671080334;identity;-0.32500000000000007
12;85;0.6511951671080334;identity;-0.32500000000000007
13;85;0.6511951671080334;identity;-0.32500000000000007
14;85;0.6511951671080334;identity;-0.32500000000000007
