;OTIMIZADOR;MODELO;CLASSES;SEED;Hidden Layers;Alpha;Activation;Fitness
1130;SA;MLP;7;6000;99;0.35;logistic;-0.225
1131;SA;MLP;7;6000;381;0.22;logistic;-0.275
1132;SA;MLP;7;6000;381;0.22;logistic;-0.275
1133;SA;MLP;7;6000;381;0.22;logistic;-0.275
1134;SA;MLP;7;6000;381;0.22;logistic;-0.275
1135;SA;MLP;7;6000;381;0.22;logistic;-0.275
1136;SA;MLP;7;6000;381;0.22;logistic;-0.275
1137;SA;MLP;7;6000;381;0.22;logistic;-0.275
1138;SA;MLP;7;6000;381;0.22;logistic;-0.275
1139;SA;MLP;7;6000;381;0.22;logistic;-0.275
1140;SA;MLP;7;6000;381;0.22;logistic;-0.275
1141;SA;MLP;7;6000;381;0.22;logistic;-0.275
1142;SA;MLP;7;6000;381;0.22;logistic;-0.275
1143;SA;MLP;7;6000;381;0.22;logistic;-0.275
1144;SA;MLP;7;6000;381;0.22;logistic;-0.275
1145;SA;MLP;7;6000;381;0.22;logistic;-0.275
1146;SA;MLP;7;6000;348;0.51;identity;-0.3
1147;SA;MLP;7;6000;348;0.51;identity;-0.3
1148;SA;MLP;7;6000;348;0.51;identity;-0.3
1149;SA;MLP;7;6000;348;0.51;identity;-0.3
1150;SA;MLP;7;6000;348;0.51;identity;-0.3
1151;SA;MLP;7;6000;348;0.51;identity;-0.3
1152;SA;MLP;7;6000;348;0.51;identity;-0.3
1153;SA;MLP;7;6000;348;0.51;identity;-0.3
1154;SA;MLP;7;6000;348;0.51;identity;-0.3
1155;SA;MLP;7;6000;348;0.51;identity;-0.3
1156;SA;MLP;7;6000;348;0.51;identity;-0.3
1157;SA;MLP;7;6000;348;0.51;identity;-0.3
1158;SA;MLP;7;6000;348;0.51;identity;-0.3
1159;SA;MLP;7;6000;348;0.51;identity;-0.3
1160;SA;MLP;7;6000;348;0.51;identity;-0.3
1161;SA;MLP;7;6000;348;0.51;identity;-0.3
1162;SA;MLP;7;6000;348;0.51;identity;-0.3
1163;SA;MLP;7;6000;348;0.51;identity;-0.3
1164;SA;MLP;7;6000;348;0.51;identity;-0.3
1165;SA;MLP;7;6000;348;0.51;identity;-0.3
1166;SA;MLP;7;6000;348;0.51;identity;-0.3
1167;SA;MLP;7;6000;348;0.51;identity;-0.3
1168;SA;MLP;7;6000;348;0.51;identity;-0.3
1169;SA;MLP;7;6000;348;0.51;identity;-0.3
1170;SA;MLP;7;6000;348;0.51;identity;-0.3
1171;SA;MLP;7;6000;348;0.51;identity;-0.3
1172;SA;MLP;7;6000;191;0.67;identity;-0.3
1173;SA;MLP;7;6000;191;0.67;identity;-0.3
1174;SA;MLP;7;6000;191;0.67;identity;-0.3
1175;SA;MLP;7;6000;191;0.67;identity;-0.3
1176;SA;MLP;7;6000;191;0.67;identity;-0.3
1177;SA;MLP;7;6000;191;0.67;identity;-0.3
1178;SA;MLP;7;6000;191;0.67;identity;-0.3
1179;SA;MLP;7;6000;191;0.67;identity;-0.3
1180;SA;MLP;7;6000;191;0.67;identity;-0.3
1181;SA;MLP;7;6000;191;0.67;identity;-0.3
1182;SA;MLP;7;6000;191;0.67;identity;-0.3
1183;SA;MLP;7;6000;191;0.67;identity;-0.3
1184;SA;MLP;7;6000;191;0.67;identity;-0.3
1185;SA;MLP;7;6000;191;0.67;identity;-0.3
1186;SA;MLP;7;6000;191;0.67;identity;-0.3
1187;SA;MLP;7;6000;191;0.67;identity;-0.3
1188;SA;MLP;7;6000;191;0.67;identity;-0.3
1189;SA;MLP;7;6000;191;0.67;identity;-0.3
1190;SA;MLP;7;6000;191;0.67;identity;-0.3
1191;SA;MLP;7;6000;191;0.67;identity;-0.3
1192;SA;MLP;7;6000;191;0.67;identity;-0.3
1193;SA;MLP;7;6000;191;0.67;identity;-0.3
1194;SA;MLP;7;6000;191;0.67;identity;-0.3
1195;SA;MLP;7;6000;191;0.67;identity;-0.3
1196;SA;MLP;7;6000;191;0.67;identity;-0.3
