;N_estimators;Max_depth;Min_samples_split;Min_samples_leaf;Fitness
0;70.0;229.0;23.0;4.0;-0.15000000000000002
1;70.0;229.0;23.0;4.0;-0.15000000000000002
2;70.0;229.0;23.0;4.0;-0.15000000000000002
3;79.0;239.0;15.0;5.0;-0.2
4;39.0;234.0;27.0;4.0;-0.225
5;39.0;234.0;27.0;4.0;-0.225
6;39.0;234.0;27.0;4.0;-0.225
7;38.0;238.0;25.0;5.0;-0.22500000000000003
8;38.0;238.0;25.0;5.0;-0.22500000000000003
9;38.0;238.0;25.0;5.0;-0.22500000000000003
10;38.0;238.0;25.0;5.0;-0.22500000000000003
11;38.0;238.0;25.0;5.0;-0.22500000000000003
12;38.0;238.0;25.0;5.0;-0.22500000000000003
13;38.0;238.0;25.0;5.0;-0.22500000000000003
14;50.0;238.0;20.0;5.0;-0.25
