;OTIMIZADOR;MODELO;CLASSES;SEED;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
1130;SA;XGBoost;7;6000;99;151;gbtree;0.925;0.225;-0.35
1131;SA;XGBoost;7;6000;99;151;gbtree;0.925;0.225;-0.35
1132;SA;XGBoost;7;6000;99;151;gbtree;0.925;0.225;-0.35
1133;SA;XGBoost;7;6000;99;151;gbtree;0.925;0.225;-0.35
1134;SA;XGBoost;7;6000;99;151;gbtree;0.925;0.225;-0.35
1135;SA;XGBoost;7;6000;99;151;gbtree;0.925;0.225;-0.35
1136;SA;XGBoost;7;6000;99;151;gbtree;0.925;0.225;-0.35
1137;SA;XGBoost;7;6000;99;151;gbtree;0.925;0.225;-0.35
1138;SA;XGBoost;7;6000;99;151;gbtree;0.925;0.225;-0.35
1139;SA;XGBoost;7;6000;99;151;gbtree;0.925;0.225;-0.35
1140;SA;XGBoost;7;6000;99;151;gbtree;0.925;0.225;-0.35
1141;SA;XGBoost;7;6000;99;151;gbtree;0.925;0.225;-0.35
1142;SA;XGBoost;7;6000;99;151;gbtree;0.925;0.225;-0.35
1143;SA;XGBoost;7;6000;99;151;gbtree;0.925;0.225;-0.35
1144;SA;XGBoost;7;6000;99;151;gbtree;0.925;0.225;-0.35
1145;SA;XGBoost;7;6000;99;151;gbtree;0.925;0.225;-0.35
1146;SA;XGBoost;7;6000;66;179;gbtree;0.17;0.26;-0.375
1147;SA;XGBoost;7;6000;66;179;gbtree;0.17;0.26;-0.375
1148;SA;XGBoost;7;6000;66;179;gbtree;0.17;0.26;-0.375
1149;SA;XGBoost;7;6000;66;179;gbtree;0.17;0.26;-0.375
1150;SA;XGBoost;7;6000;66;179;gbtree;0.17;0.26;-0.375
1151;SA;XGBoost;7;6000;66;179;gbtree;0.17;0.26;-0.375
1152;SA;XGBoost;7;6000;66;179;gbtree;0.17;0.26;-0.375
1153;SA;XGBoost;7;6000;66;179;gbtree;0.17;0.26;-0.375
1154;SA;XGBoost;7;6000;66;179;gbtree;0.17;0.26;-0.375
1155;SA;XGBoost;7;6000;66;179;gbtree;0.17;0.26;-0.375
1156;SA;XGBoost;7;6000;66;179;gbtree;0.17;0.26;-0.375
1157;SA;XGBoost;7;6000;66;179;gbtree;0.17;0.26;-0.375
1158;SA;XGBoost;7;6000;66;179;gbtree;0.17;0.26;-0.375
1159;SA;XGBoost;7;6000;66;179;gbtree;0.17;0.26;-0.375
1160;SA;XGBoost;7;6000;66;179;gbtree;0.17;0.26;-0.375
1161;SA;XGBoost;7;6000;66;179;gbtree;0.17;0.26;-0.375
1162;SA;XGBoost;7;6000;66;179;gbtree;0.17;0.26;-0.375
1163;SA;XGBoost;7;6000;66;179;gbtree;0.17;0.26;-0.375
1164;SA;XGBoost;7;6000;66;179;gbtree;0.17;0.26;-0.375
1165;SA;XGBoost;7;6000;66;179;gbtree;0.17;0.26;-0.375
1166;SA;XGBoost;7;6000;66;179;gbtree;0.17;0.26;-0.375
1167;SA;XGBoost;7;6000;296;143;gbtree;0.235;0.225;-0.4
1168;SA;XGBoost;7;6000;296;143;gbtree;0.235;0.225;-0.4
1169;SA;XGBoost;7;6000;296;143;gbtree;0.235;0.225;-0.4
1170;SA;XGBoost;7;6000;296;143;gbtree;0.235;0.225;-0.4
1171;SA;XGBoost;7;6000;296;143;gbtree;0.235;0.225;-0.4
1172;SA;XGBoost;7;6000;296;143;gbtree;0.235;0.225;-0.4
1173;SA;XGBoost;7;6000;296;143;gbtree;0.235;0.225;-0.4
1174;SA;XGBoost;7;6000;296;143;gbtree;0.235;0.225;-0.4
1175;SA;XGBoost;7;6000;296;143;gbtree;0.235;0.225;-0.4
1176;SA;XGBoost;7;6000;296;143;gbtree;0.235;0.225;-0.4
1177;SA;XGBoost;7;6000;296;143;gbtree;0.235;0.225;-0.4
1178;SA;XGBoost;7;6000;296;143;gbtree;0.235;0.225;-0.4
1179;SA;XGBoost;7;6000;296;143;gbtree;0.235;0.225;-0.4
1180;SA;XGBoost;7;6000;296;143;gbtree;0.235;0.225;-0.4
1181;SA;XGBoost;7;6000;296;143;gbtree;0.235;0.225;-0.4
1182;SA;XGBoost;7;6000;296;143;gbtree;0.235;0.225;-0.4
1183;SA;XGBoost;7;6000;296;143;gbtree;0.235;0.225;-0.4
1184;SA;XGBoost;7;6000;296;143;gbtree;0.235;0.225;-0.4
1185;SA;XGBoost;7;6000;296;143;gbtree;0.235;0.225;-0.4
1186;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1187;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1188;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1189;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1190;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1191;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1192;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1193;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1194;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1195;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1196;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1197;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1198;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1199;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1200;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1201;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1202;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1203;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1204;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1205;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1206;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1207;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1208;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1209;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1210;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1211;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1212;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1213;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1214;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1215;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1216;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1217;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1218;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1219;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1220;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1221;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1222;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1223;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1224;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1225;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1226;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1227;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1228;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1229;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1230;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1231;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1232;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1233;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1234;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1235;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1236;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1237;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1238;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1239;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1240;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1241;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
1242;SA;XGBoost;7;6000;131;152;gbtree;0.185;0.12;-0.425
