FEATURE;ASSIS CHATEAUBRIAND;BARRACÃO;CAMPO LARGO;FOZ DO IGUAÇU;IRATI;IVAIPORÃ;PARANAGUÁ;PARANAVAÍ;MÉDIA;TODOS;MÉDIA FINAL
LAG_01;0.095659286138762;0.082703894309033;0.211028897513863;0.031310480334688;0.099585487218393;0.112896247893835;0.112752977289456;0.082457607689124;0.10354935979839425;0.137925270424115;0.12073731511125463
COVID;0.03219171658583;0.011505003713118;0.008428328223569;0.084610890887223;0.019281859765014;0.01203677269785;0.021203622305324;0.013558164880615;0.025352044882317876;0.03296249705599;0.029157270969153937
LAG_12;0.038350145156642;0.003941393739651;0.027699802738161;0.038034142488819;0.005303593749737;0.006439426752893;0.007189462889399;0.034908830249239;0.020233349720567624;0.017475196531974;0.01885427312627081
ORDEM;0.029595962696035;0.00929131976627;0.005360206502021;0.004197738634385;0.016506366819227;0.023615673594302;0.005292339077054;0.005795625373176;0.01245690405780875;0.003768124172272;0.008112514115040374
FÉRIAS;0.003513331083709;0.003955281298833;0.063229922075902;0.00040534850393;0.000610465595158;0.010692230009295;0.001783210990198;0.003317356606613;0.010938393270454748;0.017742317319262;0.014340355294858373
TEMP_MIN_ACC_MENS;0.007041056317869;0.005407072192607;0.0017286248393;0.012715235357224;0.002058504631314;0.001784569561271;0.022997002310181;0.021442971128342;0.0093968795422635;0.00203038109792;0.00571363032009175
TEMP_MÉD_ACC_MENS;0.016429490389988;0.004116142988062;0.001739582050429;0.005118537994759;0.007231209845307;0.001574522740208;0.00517316692479;0.007650803686836;0.006129182077547376;0.002049822137823;0.004089502107685188
LAG_06;0.003390688661227;0.002284610014846;0.003962388142201;0.002528228892459;0.003118749544253;0.008822944064009;0.002068258149171;0.020835110100234;0.0058763721960499995;0.002006569462;0.0039414708290249996
TEMP_MAX_ACC_MENS;0.002835832493419;0.00290330181305;0.00708555087344;0.012132132450093;0.006606206405153;0.001509831247943;0.003393096255106;0.005245730809056;0.0052139602934075;0.002012221524465;0.00361309090893625
LAG_03;0.001749304218673;0.008171083761213;0.002618791836426;0.001381401743178;0.00224770826447;0.01225377459183;0.001881759606434;0.010135281215148;0.0050548881546715;0.004179997402884;0.00461744277877775
LAG_02;0.002753497760103;0.003675785382606;0.00450702719449;0.003428450440994;0.001882971916047;0.002005139309084;0.003826316587778;0.01671185144691;0.004848880004751499;0.004041355170919;0.004445117587835249
LAG_05;0.007759593044383;0.001749981346901;0.004833216038279;0.000863935502425;0.002557995451124;0.009066248907383;0.002959231851504;0.005962480361324;0.004469085312915374;0.00857714845112;0.006523116882017687
