FEATURE;ASSIS CHATEAUBRIAND;BARRACÃO;CAMPO LARGO;FOZ DO IGUAÇU;IRATI;IVAIPORÃ;PARANAGUÁ;PARANAVAÍ;MÉDIA;TODOS;MÉDIA FINAL
LAG_01;0.082477668110304;0.088305652950773;0.20422171161848;0.03484108924436;0.087086640605103;0.104958694093589;0.115362849951107;0.083112954623;0.10004590764958951;0.137823740953726;0.11893482430165775
COVID;0.034170249266964;0.00684641392672;0.016625266921684;0.079262241192164;0.029525737490373;0.009767028209086;0.016719117631475;0.012453983977976;0.02567125482705525;0.03305830175405;0.029364778290552625
LAG_12;0.031459666388401;0.004831158220987;0.027460484786968;0.038766861308342;0.002672416764993;0.00668745604148;0.011896554729265;0.03139665759657;0.01939640697962575;0.017527061405158;0.018461734192391874
ORDEM;0.036652883561106;0.01125714085658;0.004613484808952;0.003059804857255;0.021476140199268;0.021331650815272;0.005028003370519;0.011217552058228;0.014329582565897498;0.004201692770463;0.00926563766818025
FÉRIAS;0.002314910876859;0.006128500430591;0.062166658417585;0.000351842003704;0.000493035551174;0.009637071504238;0.001460994536535;0.002637584838862;0.0106488247699435;0.017893785959267;0.01427130536460525
TEMP_MIN_ACC_MENS;0.010957167749238;0.004135932816986;0.00147505390431;0.008601081690272;0.001627010284471;0.002204185783821;0.017124887718941;0.016499487940939;0.007828100986122249;0.001938644054726;0.004883372520424124
TEMP_MÉD_ACC_MENS;0.014993915260104;0.0047498120844;0.002167382983275;0.005796930528312;0.007631917408031;0.001517728052101;0.008918122809874;0.008158265595834;0.006741759340241375;0.001734170829745;0.004237965084993188
LAG_03;0.00125180672608;0.006902631311902;0.001738515556856;0.002005975423854;0.002145642062186;0.018220277366562;0.002336953133258;0.011475338484319;0.005759642508127124;0.004012507187207;0.004886074847667062
LAG_06;0.004154891583039;0.002217946177899;0.001522056954569;0.003399600826991;0.002510098058457;0.006704879552079;0.002324137962476;0.020464081892704;0.00541221162602675;0.002107167018574;0.003759689322300375
TEMP_MAX_ACC_MENS;0.005900413955227;0.002516156278626;0.004838594184117;0.014649180013739;0.003711208907101;0.002547559751319;0.001738971525517;0.005418655118821;0.0051650924668083745;0.002262896563433;0.0037139945151206874
LAG_02;0.001925879975541;0.005034255900105;0.005789081989079;0.004846536324522;0.001612074473521;0.002532262985499;0.003518431617998;0.013668236121895;0.0048658449235199994;0.004104772482655;0.0044853087030875
LAG_05;0.007545657001947;0.002341194411942;0.00687378073498;0.001095206621563;0.002034299253269;0.006780098140076;0.002014175458654;0.004664219241193;0.0041685788579529995;0.008051793483306;0.006110186170629499
TEMP_MIN_MAX_MENS;0.000553913354198;0.005346117524169;0.002716634303391;0.001680671433314;0.000490379651952;0.000567176913101;0.018723676599532;0.001157124191497;0.00390446174639425;0.000823066917745;0.002363764332069625
LAG_09;0.001334913725118;0.00338531440301;0.000997830051585;0.002717653667159;0.002403322621991;0.00287777855032;0.004973195172987;0.012000018969602;0.0038362533952215;0.00135722908769;0.00259674124145575
LAG_08;0.001112744544097;0.00867093572101;0.003512729308037;0.004889481241698;0.001581123437445;0.001149052779773;0.004561108485159;0.002864112074898;0.003542660949014625;0.002307377157633;0.0029250190533238124
LAG_11;0.008247653201918;0.00614860030381;0.005435755912348;0.000879561704227;0.001626384707238;0.002067501088988;0.001511041419277;0.00233355012856;0.00353125605829575;0.015718329457224;0.009624792757759876
MÊS_mar;0.001257024390263;0.000492387003688;7.3349838666e-05;0.002568602178008;0.002338047324755;0.004210890227623;0.009506584127282;0.007342816673134;0.003473712720427375;0.012577936325658;0.008025824523042688
LAG_04;0.002385314416104;0.001673501167588;0.002201912101084;0.003227811135418;0.002662984755979;0.007264487013748;0.002078153359596;0.002239725147242;0.0029667361370948756;0.002059865205831;0.0025133006714629378
LAG_10;0.001469703948637;0.001858539592657;0.001388536386487;0.003749599078559;0.000939168430969;0.001165581365364;0.002018296125928;0.004545807873176;0.0021419041002221253;0.001909718149508;0.0020258111248650625
LAG_07;0.001034873359168;0.002476884803328;0.001374295681921;0.000913358198295;0.004539929477927;0.001261523789019;0.003485729623441;0.001419404759651;0.00206324996159375;0.002641554003142;0.002352401982367875
TEMP_MÉD_MÉD_MENS;0.002982477487711;0.00125227019215;0.0012378834493;0.003466910667079;0.0014543672283;0.00050985804219;0.002714632978299;0.002163499169429;0.0019727374018072502;0.000850452854655;0.0014115951282311252
TEMP_MÉD_MIN_MENS;0.002436040959135;0.003264868100939;0.00147134739908;0.001337450178306;0.000752382118602;0.001716069425851;0.001025791087689;0.002925684274361;0.001866204192995375;0.000993917094938;0.0014300606439666876
PRECIPITAÇÃO_MAX_MENS;0.001074276265516;0.001929164126627;0.003640257743134;0.0012040544863;0.000701239765996;0.003134467740794;0.001558803456873;0.001320364645589;0.0018203285288536251;0.001184979784062;0.0015026541564578126
PRECIPITAÇÃO_ACC_MENS;0.00098679956992;0.00248928991756;0.001503680260376;0.001457564393264;0.00065754989642;0.00270334332139;0.001792046926939;0.002008685225908;0.001699869938972125;0.001464093062951;0.0015819815009615625
TEMP_MIN_MIN_MENS;0.001337404953959;0.000725053004465;0.002078729114524;0.000922386895123;0.001146674734509;0.00152312592701;0.001840872211934;0.001632788106816;0.0014008793685425;0.000646746247362;0.00102381280795225
DIA_DA_SEMANA_sex;0.000377656808292;0.000634877139761;0.002482614663056;0.003906119382105;0.000266010756112;0.000539467613236;0.000299533688176;0.001174874766134;0.001210144352109;0.000682474167205;0.000946309259657
FERIADO;0.000319934152785;0.001643221806889;0.0003125353426;0.001312600472502;0.00157958825285;0.000978959329675;0.001881771717377;0.001440495705185;0.001183638347482875;0.001461814763414;0.0013227265554484374
TEMP_MIN_MÉD_MENS;0.001235114370887;0.001249652105918;0.000966522377522;0.001743645884573;0.000651957416641;0.000626987715867;0.001560879680793;0.001367212702704;0.0011752465318631252;0.000614754636537;0.0008950005842000626
ANO_2023;0.000262290418703;0.003002700720292;0.000158892175247;0.000637205309185;0.003525867821766;0.000221265978302;0.000447831309745;0.000510573338245;0.0010958283839356251;0.000914882479942;0.0010053554319388125
TEMP_MÉD_MAX_MENS;0.000501474156989;0.002978608155968;0.000842015216944;0.001768877347502;0.000349733843602;0.000429865132267;0.000836231564508;0.000953467084517;0.0010825340627871251;0.001074240541639;0.0010783873022130626
MÊS_fev;0.000165894349098;0.000246341748615;0.001455983689817;0.000185549223643;5.6562444048e-05;0.000855550401831;0.004930221505136;5.8756337193e-05;0.000994357462422625;0.001139534466879;0.0010669459646508125
CURSOS_TEC_INTEGRADO;0.000733599199124;0.000366077360723;0.005396181276072;0.000925687434965;0.0;0.0;4.7008666928e-05;0.000104360237347;0.000946614271894875;0.001214316907303;0.0010804655895989375
DIA_DA_SEMANA_qua;0.000244869722827;0.000757443788242;0.001621618257326;0.000432423763327;0.0004901884436;0.003327224490353;0.000326479981762;0.000173019376311;0.0009216584779685;0.001053396421804;0.00098752744988625
DIA_DA_SEMANA_dom;0.001093930819668;0.000678727897041;0.0009557641168;0.000346398182345;0.000184077774684;0.002095169928171;0.000219427180941;0.001009898250046;0.0008229242687120001;0.004652720635331;0.0027378224520215
TEMP_MAX_MÉD_MENS;0.001016905678995;0.001149863093188;0.000590371802627;0.001715772080355;0.000730564197244;0.000448152520491;0.000400655577699;0.000427124987996;0.0008099262423243752;0.000972452890907;0.0008911895666156877
CURSOS_GRAD_NOTURNO;0.004392302066388;0.0;0.000301258779884;0.000133105309693;0.000220104991547;0.000302792837906;0.000150693385006;0.0;0.000687532171303;0.001616990424554;0.0011522612979285
ANO_2020;0.000899947845979;0.000127460938392;0.002396298089232;0.00048122865899;8.5218350521e-05;0.000479133739205;0.000312823583225;0.000695618432249;0.000684716204724125;0.001730897809884;0.0012078070073040625
PRECIPITAÇÃO_MÉD_MENS;0.000579711915763;0.00107590779409;0.000639117286768;0.000386830347365;0.000323889479226;0.001093333058095;0.000837446639186;0.000233559430882;0.0006462244939218749;0.000458014306316;0.0005521194001189374
TEMP_MAX_MIN_MENS;0.000633391146614;0.000757153847651;0.000786355256581;0.001084273311106;0.00072911197285;0.000350192325209;0.000323141735812;0.000368067889688;0.000628960935688875;0.001142217297405;0.0008855891165469375
ANO_2019;0.002603651981254;4.3445443254e-05;0.000128353679574;0.000772779412726;0.000552515406856;0.00034123807564;0.000237062966682;6.091823834e-05;0.0005924956505407499;0.000116275503069;0.00035438557680487494
ANO_2021;0.000109074585874;0.002751045569184;0.000903073820296;5.0965678831e-05;0.000534933238211;2.5753357426e-05;0.000153261718378;2.1223963331e-05;0.000568666491441375;0.000205978789152;0.0003873226402966875
DIA_DA_SEMANA_qui;0.001178194071186;0.000216986368705;0.001393922916874;0.00014622442878;0.000519014243086;0.000533914659186;0.000381391005493;0.000164070145243;0.000566714729819125;0.001083983580436;0.0008253491551275624
DIA_DA_SEMANA_seg;0.000401526980717;0.000279754631012;0.000764888353605;0.001296133031902;0.000140320356464;0.00024821557987;0.000138086923481;0.000959678290667;0.00052857551846475;0.001138072015003;0.000833323766733875
TEMP_MAX_MAX_MENS;0.000743273046569;0.000810180671142;0.000866896417504;0.000190996641111;0.000323373221922;0.00025917254143;0.000559237656927;0.000462283861691;0.000526926757287;0.000807553078286;0.0006672399177865
DIA_DA_SEMANA_sáb;0.000154358959797;0.000586525393583;0.000701026920771;0.000772445891941;0.000552377018008;0.000745355673385;0.000256548203844;0.000301094265567;0.000508716540862;0.000598156289925;0.0005534364153935
ANO_2018;0.000255479123085;0.001069660738124;0.000504429689539;0.000223570021958;0.000116790842353;0.001453544601657;0.000157652179341;0.000178962050229;0.0004950111557857499;0.000111166362762;0.00030308875927387497
CURSOS_TEC_SUBSEQUENTE;0.000524137489014;0.0;0.000525887102946;0.000308710675069;0.002029943015583;0.000255182067276;4.7628853879e-05;1.1616936512e-05;0.000462888267534875;0.00138827388566;0.0009255810765974375
