FEATURE;ASSIS CHATEAUBRIAND;BARRACÃO;CAMPO LARGO;FOZ DO IGUAÇU;IRATI;IVAIPORÃ;PARANAGUÁ;PARANAVAÍ;MÉDIA;TODOS;MÉDIA FINAL
LAG_01;0.090273107584079;0.079665286236086;0.206045736342891;0.03091302748342;0.089240239698554;0.11033016959956;0.114434912855587;0.091370003059952;0.10153406035751614;0.138153524466074;0.11984379241179507
COVID;0.029117396482214;0.014412574835778;0.014011972403589;0.079621849427061;0.028981197710131;0.011775306390285;0.022171262250824;0.013192287324743;0.02666048085307813;0.03230286498089;0.029481672916984066
LAG_12;0.032606161701444;0.006199016009768;0.030408222201449;0.034823959701338;0.004207158818735;0.00664893660027;0.011617890437584;0.029572326727365;0.019510459024744124;0.018115809898879;0.018813134461811563
ORDEM;0.034082597297055;0.011289109029447;0.005053116537577;0.00248852123923;0.01868041317441;0.024197584138521;0.007447292900582;0.008684037603975;0.013990333990099624;0.004049129627125;0.009019731808612312
FÉRIAS;0.002237759565893;0.004822205296022;0.059408869055947;0.000342810926143;0.000624805306618;0.011260167277479;0.001587264131627;0.001998616399993;0.01028531224496525;0.017577921244694;0.013931616744829626
TEMP_MÉD_ACC_MENS;0.020743464213973;0.006999126539686;0.001936522937226;0.009550531621937;0.0101832871604;0.001395577766091;0.005154754903707;0.005924736062118;0.007736000150642249;0.002219977642405;0.0049779888965236245
TEMP_MIN_ACC_MENS;0.007738762771857;0.003819598174842;0.001548355085051;0.008319134989629;0.002221586203249;0.001403286685056;0.019465768824108;0.011894803007816;0.007051411967701;0.001890881821454;0.004471146894577499
LAG_02;0.001695744557251;0.003067606723983;0.003999398414286;0.008212740004817;0.002479713948379;0.002887851114939;0.004076827247251;0.021863337263024;0.00603540240924125;0.004045931524816;0.005040666967028625
TEMP_MAX_ACC_MENS;0.003501925481501;0.004969117962383;0.005975435466332;0.014109938179612;0.005081712756202;0.001152951596869;0.001638886676658;0.005276996589862;0.005213370588677374;0.00199675390842;0.003605062248548687
LAG_06;0.004506611370112;0.002416268794595;0.004464087800161;0.002854372407649;0.002082226529302;0.004945715771263;0.002745349087144;0.017157362901597;0.005146499332727875;0.002097172909705;0.0036218361212164377
LAG_03;0.000745208330554;0.008838514519289;0.002197457583997;0.003106651827013;0.001946310699075;0.0118586567483;0.001908518204411;0.004791252269951;0.00442407127282375;0.003821524838932;0.004122798055877875
LAG_08;0.000780969515162;0.008290138071969;0.003758140712485;0.006084992975764;0.002342338781867;0.002004579938514;0.006309292437532;0.002212558144608;0.003972876322237625;0.001837488064389;0.0029051821933133125
LAG_11;0.006130848205661;0.004725755024264;0.005275166143546;0.001304182158885;0.0019145856029;0.002435786329793;0.001401513787578;0.006277411058971;0.0036831560389497505;0.013602789496365;0.008642972767657376
LAG_05;0.005740117117444;0.001698228464427;0.004939986213693;0.000863017645256;0.002743516505526;0.005196120592962;0.002119524296077;0.004067942973831;0.003421056726152;0.009539714737662;0.006480385731907
