FEATURE;ASSIS CHATEAUBRIAND;ASTORGA;BARRACÃO;CAMPO LARGO;CAPANEMA;CASCAVEL;CORONEL VIVIDA;CURITIBA;FOZ DO IGUAÇU;GOIOERÊ;IRATI;IVAIPORÃ;JACAREZINHO;JAGUARIAÍVA;LONDRINA - CENTRO;PALMAS;PARANAGUÁ;PARANAVAÍ;PINHAIS;PITANGA;QUEDAS DO IGUAÇU;TELÊMACO BORBA;UMUARAMA;UNIÃO DA VITÓRIA;_TODOS_;MÉDIA
DIA_DA_SEMANA_sex;0.000153811464702;0.000453450521456;0.000512362038761;0.001669841925759;0.000301176755524;0.000149566930295;0.00032303877883;0.000379899977002;0.001746774788005;0.000272163911964;0.000169890236484;0.000333727599065;0.000379400516753;0.000304817203189;0.0003076476056;0.001190154479645;0.00053116664646;0.000852812136211;0.000306512337087;0.000854621377666;0.000690944123757;0.00031913389264;0.000325086177249;0.000255586919096;0.000468161315908;0.0005300699863643201
DIA_DA_SEMANA_sáb;0.000208239308228;0.000417924024823;0.000449092193406;0.001265775491033;0.0004477328647;0.000304248967488;0.00032457994646;0.00075199433753;0.000461689530542;0.00179925299937;0.000188737183603;0.001366974789318;0.000404119847036;8.5526740053e-05;0.000782052682392;0.000306511138276;0.000237320526393;0.000330576153462;0.000578590117788;0.000507236611348;0.000332820487226;0.000485145097219;0.000288747129175;0.000149713196078;0.000619222909042;0.0005237529708795601
MÊS_fev;0.000101990614808;0.000178979836363;0.000170305840295;0.001014572732218;0.001457239710491;5.4600130483e-05;0.001401550768176;8.0137760078e-05;0.000416560820681;0.000215793545602;0.000160039659266;0.000650544082566;0.000102436064861;7.7461849469e-05;0.00025988272193;0.000771324931105;0.003385399008753;8.0859305422e-05;0.000825889141619;0.000236147187568;8.2562510571e-05;4.6017805535e-05;0.000106249307574;3.1465393776e-05;0.001027506192354;0.00051742067686256
CURSOS_TEC_INTEGRADO;0.000273616947444;0.0;0.00012254849382;0.006623977678135;0.0;0.000863309742992;0.0;8.8888928739e-05;0.001416667535487;0.0;0.0;0.0;0.0;0.000281287148614;4.3193710249e-05;0.000103620922907;0.000321798558812;0.000178772963061;0.0;0.000582479035608;0.00016900343365;0.0;0.0;0.000798817140009;0.001018558048442;0.0005154616115187599
DIA_DA_SEMANA_qua;0.000185562675997;0.000329479320634;0.001658751851789;0.000505965831751;0.00097106888933;0.000189934636296;0.000394917364579;0.000726997133378;0.000254960179993;0.000393203488645;0.00021178233466;0.000491948385878;0.000177560455333;0.000560795155002;0.000480466000522;0.00032203847391;0.00033186412875;0.000268394737107;0.000142838611342;0.000139340366796;0.001003260495551;0.000453556758747;0.000455002867708;0.000887148278207;0.0010674894203;0.0005041731136882
DIA_DA_SEMANA_ter;0.000217536621347;0.00024809436216;0.000134460746971;0.000124710910578;0.000387271467752;8.549224871e-05;0.000253983246459;0.000479600359361;0.000921655536828;0.000588047101291;0.000166853410253;0.000939929910134;0.000579438470308;0.00037863504419;0.000555967941931;0.000236296223008;0.000302267969411;0.000573622583765;0.000316483094022;0.000960407280355;0.000282526834961;0.000492331069975;0.000603947865247;0.000296035667487;0.000870667164;0.00043985052522016
MÊS_dez;7.478028585e-05;0.000310275475272;0.000222116644531;0.000780551683477;3.1000658479e-05;8.6845854484e-05;0.000346012282596;0.000762051554244;0.000460389912399;0.000118319770037;0.000242156536562;0.000539156823593;0.000189619714318;0.001308444545546;6.0471973764e-05;8.1365840408e-05;9.7556587613e-05;0.000259189045181;0.002339098646625;2.8384891216e-05;0.00044214702771;0.000485201507499;4.3916693124e-05;1.1444416068e-05;0.001003209131496;0.0004129483000836801
CURSOS_GRAD_NOTURNO;0.001911391636456;0.0;0.0;0.001064090639294;0.000267970243246;2.8332609385e-05;0.001096998213122;0.0;0.000103984134535;0.0;5.160949174e-05;0.000198293154493;0.000168095344863;0.000327884574805;0.000200173187096;0.0;0.000422509931131;0.0;0.00041271386977;2.530801855e-05;0.0;0.000100660334246;0.000723564042761;9.3085997847e-05;0.001437448823445;0.00034536456987140004
CURSOS_TEC_SUBSEQUENTE;0.000281835599922;0.000246910566148;0.0;0.000527927914882;0.0;0.0;0.0;0.001775830283424;0.000327849207511;0.0;0.00069022112242;0.000539023596487;0.001825697264538;0.0;0.000117253816164;0.0;6.8070852339e-05;2.6851876309e-05;0.0;0.0;0.0;0.0;0.000233775406684;0.0;0.001545289111842;0.00032826146474679996
ANO_2024;0.000203413284006;0.000274189966979;1.9076667082e-05;0.00049631512173;0.000515100735064;0.000587289755317;0.000525358150217;0.000126654897069;0.000293567506193;9.2364522742e-05;0.000567469267575;0.000266846065771;9.3265032256e-05;4.9277454691e-05;0.000207483033611;0.00078875364747;3.8326053942e-05;0.000407915415018;0.000663337847858;0.000290154862614;0.000101966031116;9.2262020057e-05;0.000222192686922;0.000289525265187;0.000440297687956;0.00030609611913772
MÊS_abr;0.000126655694864;0.000176063915123;0.000106549395295;0.000459375316322;5.4166114659e-05;0.000143501109989;0.001270970487112;3.2828708884e-05;0.000138812837912;0.000133332787644;0.000105816385806;6.2520569887e-05;0.000127367185513;0.000419497160994;9.4474267547e-05;0.000461302120053;0.000146986112299;0.000124496068205;0.000245089282835;0.000195124369226;0.000104512368924;0.000201013486085;0.000387426366548;0.000108526352056;0.001943401031961;0.00029479237982972
MÊS_nov;0.000283844609004;0.00014886856783;0.000141021188403;7.8099854766e-05;0.00010193581931;0.000117884704267;0.000216561592111;0.000110998250856;0.000584807846509;0.000612468635638;4.0327220237e-05;0.000177883964399;4.6615870351e-05;2.8257636483e-05;0.001211000447528;0.00010619496151;0.000113650329685;6.2858395862e-05;0.000339177407371;0.000109839378161;0.000426586979745;0.00010670219269;0.001381147381356;0.000250265041827;0.00043028654259;0.00028909139273955995
MÊS_jul;3.193233666e-05;0.000371192482345;7.889478494e-05;0.000412796830943;0.000974740252567;0.000111314465924;0.000182674101034;6.1991806357e-05;0.000196783629603;4.3728216824e-05;0.000513940007547;0.000210876162297;0.000118269812505;0.001277320237679;7.1250066439e-05;0.00089825146007;0.000376426499687;8.1292695085e-05;0.000146484762899;7.7178373611e-05;0.00016712183083;3.4052711821e-05;8.3844019004e-05;4.7246488158e-05;9.5561097347e-05;0.00026660660528704
MÊS_ago;0.000301960319915;0.000178046075873;0.000810940629014;0.000234959937275;3.5002817848e-05;4.7722088904e-05;8.1152917015e-05;0.000168784384298;8.4700990089e-05;0.000115048840299;2.5293305727e-05;7.5510597564e-05;0.000697290118334;0.000193379080758;0.000351338508884;0.000130036421354;0.000365066528125;0.000144812304303;3.8879717804e-05;0.000245074140039;0.000532424190397;0.000129594980574;6.1216692508e-05;0.000485353806181;0.000809114947857;0.00025370817363756006
MÊS_out;0.000119812635486;0.000103172103128;0.000895717509059;0.000118600431783;0.000188282629993;0.001820233782562;6.4853344815e-05;2.8661967349e-05;0.000188598408146;0.000141438887406;0.000157156109949;7.3422208853e-05;3.9700643986e-05;0.000243221843013;5.6430752156e-05;8.9929027631e-05;0.000155189500372;0.000277559963274;0.000142804163801;9.5039283395e-05;0.000175673882928;9.144071105e-05;0.000229624900341;0.000193973849311;0.000546380101695;0.00024947674565928003
ANO_2018;0.000376828668582;8.1479359989e-05;0.000510439224007;0.000123942863094;9.0536868822e-05;0.000431532600553;0.000222424651211;0.0;0.00012999233663;0.0;9.9283285395e-05;0.001709750928584;1.85113069e-07;0.000162618376737;1.9177870219e-05;0.000301295992637;6.9938490247e-05;0.000208578005633;0.000650271772732;7.2796748565e-05;4.2339410695e-05;9.0507731615e-05;0.000230516233324;0.000216703633093;0.000121781373893;0.00023851686157304008
CURSOS_POS;3.5147293973e-05;0.000660086097689;0.0;0.000585826021509;0.0;0.0;0.0;0.000163766696959;0.000310603528989;0.0;0.0;0.0;0.000426360750109;5.3501453872e-05;5.5153243274e-05;0.000648565058472;0.000609760465526;0.000592632180472;0.000984517019746;0.0;8.9714172948e-05;0.0;0.0;0.0;0.000508233458877;0.0002289546976966
