FEATURE;ASSIS CHATEAUBRIAND;BARRACÃO;CAMPO LARGO;FOZ DO IGUAÇU;IRATI;IVAIPORÃ;PARANAGUÁ;PARANAVAÍ;MÉDIA;TODOS;MÉDIA FINAL
LAG_01;0.08093766873772;0.090385965740171;0.209757396385789;0.021641775087087;0.087289284247524;0.108244746496769;0.112352434517543;0.083675099044588;0.09928554628214886;0.137982560376639;0.11863405332939393
COVID;0.025279644448034;0.007209954577332;0.007558796117052;0.08868389467293;0.025485590764237;0.014906253482049;0.02327596181786;0.015822140034202;0.026027779489212005;0.032620643414344;0.029324211451778003
LAG_12;0.029670709840693;0.004806861963289;0.026524155466423;0.037383221628214;0.003514557512174;0.005917879916064;0.009712073489914;0.032991877270662;0.018815167135929126;0.017824836893765;0.018320002014847063
ORDEM;0.053221343923124;0.011767573679528;0.00568183925049;0.00359655645283;0.016505840602073;0.019323382980829;0.004631178500721;0.013187364933747;0.015989385040417747;0.003646911367841;0.009818148204129374
FÉRIAS;0.002604281700207;0.005165862619993;0.062485394045524;0.000351624366394;0.000380390070274;0.008287629997802;0.001642657767761;0.002796570640699;0.01046430140108175;0.017718765299458;0.014091533350269875
TEMP_MIN_ACC_MENS;0.010770786580916;0.003309037179079;0.001390903526217;0.012516510574333;0.001528335710667;0.001718852494112;0.01991741034301;0.018669584733995;0.008727677642791126;0.001561540290989;0.005144608966890063
TEMP_MÉD_ACC_MENS;0.014975901219136;0.003216204324601;0.002558936752697;0.008916280122157;0.007712489115954;0.001998098482688;0.006593866518039;0.006876613175763;0.006606048713879374;0.002507871515221;0.004556960114550187
LAG_06;0.004958594510767;0.002487879940066;0.003992140372705;0.003346812096414;0.005307824656468;0.008917411392319;0.001803916131856;0.018414530563817;0.0061536387080515;0.002097165003051;0.0041254018555512495
LAG_02;0.002432678339836;0.00520241153695;0.00297378589217;0.007622512137991;0.001858127794867;0.003048779724142;0.004455558239238;0.015535475238711;0.005391166112988125;0.00444678336345;0.004918974738219063
TEMP_MAX_ACC_MENS;0.004466478725347;0.004376941712983;0.00599221540213;0.008730788808258;0.003784879131633;0.001861819289559;0.001251860798291;0.006203135072983;0.004583514867648;0.00233971143455;0.003461613151099
LAG_03;0.001314157522544;0.006484245480611;0.001719914802812;0.002394621811308;0.00346231704159;0.011270910719492;0.002479471509841;0.007104477958913;0.004528764605888875;0.004272396809758;0.004400580707823437
LAG_05;0.007875437708695;0.001865639613006;0.006517342992551;0.001744547410671;0.002298763875393;0.006046629970876;0.003678942749816;0.002889894780355;0.0041146498876703744;0.00835153400734;0.006233091947505187
LAG_08;0.001495974948368;0.007554730909778;0.004101750782873;0.004319162345483;0.003076515471896;0.000976064973154;0.005901892699475;0.001318841422424;0.003593116694181375;0.002604982936198;0.0030990498151896874
LAG_11;0.006186633590966;0.005945811823017;0.006059742774059;0.001440338014332;0.001865786253696;0.001928785315081;0.001269490850047;0.003956240708339;0.003581603666192125;0.014670954083366;0.009126278874779063
TEMP_MIN_MAX_MENS;0.00056921151018;0.006489958144272;0.001922653434969;0.001588654335377;0.000713090067533;0.000849614673544;0.012196533880907;0.001003602849263;0.0031666648620056253;0.000812069391184;0.0019893671265948125
LAG_09;0.002720226926854;0.003548131208707;0.001471133925753;0.002623804646626;0.001712059095284;0.00149852084056;0.001877234293287;0.009797889042101;0.0031561249973964998;0.001485506207143;0.00232081560226975
MÊS_mar;0.002282953962046;0.000381880749001;2.0337914053e-05;0.001323105226375;0.002601150738729;0.00352535773478;0.008752215193631;0.005299332414976;0.003023291741698875;0.012470687877624;0.007746989809661438
TEMP_MÉD_MÉD_MENS;0.003850262538183;0.001237351706977;0.00090598938137;0.005166028718633;0.001369548153382;0.000874374693124;0.006128205474251;0.002430555205038;0.00274528948386975;0.000742038564614;0.001743664024241875
LAG_04;0.000897040196693;0.001864749595543;0.002283890397328;0.002188472663865;0.0020702409047;0.007535086960627;0.001881055070263;0.002010096907763;0.00259132908709775;0.002046952260877;0.002319140673987375
