FEATURE;ASSIS CHATEAUBRIAND;BARRACÃO;CAMPO LARGO;FOZ DO IGUAÇU;IRATI;IVAIPORÃ;PARANAGUÁ;PARANAVAÍ;MÉDIA;TODOS;MÉDIA FINAL
LAG_01;0.08888117039625;0.089379258485158;0.21489311404981;0.02123561812653;0.090159152085049;0.111834113997634;0.114891784685286;0.078681717510908;0.10124449116707814;0.136984313004389;0.11911440208573357
COVID;0.033152156260016;0.006230528963282;0.006298112175579;0.095570844963336;0.023600882233061;0.010380937395944;0.019657063327957;0.015783187564747;0.02633421411049025;0.034610587271623;0.030472400691056625
LAG_12;0.035163661249181;0.004059787033013;0.029005065024636;0.038436954870854;0.002120672903376;0.00589852028164;0.00948838595101;0.036567879918128;0.02009261590397975;0.017795690782634;0.018944153343306874
ORDEM;0.033638546017353;0.009417822695366;0.00594335317152;0.003360684804208;0.01989071983445;0.020478345316448;0.005105047309048;0.01226690921703;0.013762678545677875;0.003978306872195;0.008870492708936438
FÉRIAS;0.00216192931329;0.005326203625729;0.057577974956279;0.0005717889526;0.000913495091912;0.00763488393442;0.001815600276818;0.00198101952806;0.0097478619598885;0.017784614904466;0.013766238432177249
TEMP_MIN_ACC_MENS;0.0080156732177;0.005180279980594;0.001428480637003;0.011071459321077;0.002031048326657;0.001470567107259;0.021143488385214;0.015296883432591;0.008204735051011875;0.001757625621254;0.0049811803361329374
TEMP_MÉD_ACC_MENS;0.015655925032909;0.00346573576665;0.000750039566667;0.009441553358527;0.008544819703551;0.002647716244181;0.005924068961446;0.010191044181719;0.007077612851956249;0.001867328230411;0.004472470541183625
LAG_06;0.004052479672439;0.002401456980213;0.003914312017774;0.002953851709017;0.002773151798538;0.006586013227107;0.002059456687451;0.019047525601564;0.005473530961762875;0.002150785266792;0.0038121581142774377
LAG_02;0.002823613773628;0.003324430642201;0.003880026224996;0.003808894525632;0.00699351913369;0.003534883152349;0.003188075372772;0.016233406943186;0.00547335622105675;0.003848009084875;0.004660682652965875
TEMP_MAX_ACC_MENS;0.006574202927517;0.002959996450901;0.004550012423612;0.009481283065464;0.002763951586721;0.001499734881889;0.005103701591596;0.003755520406785;0.004586050416810625;0.002029808498964;0.0033079294578873125
LAG_05;0.007452500980011;0.002288326589578;0.00404421337436;0.000721217921667;0.003566031603439;0.005334860757225;0.002977419220248;0.006825290658829;0.004151232638169625;0.00822870464069;0.006189968639429812
LAG_11;0.007577002501996;0.005322266384735;0.007357683176815;0.000978707617899;0.001421781675022;0.004031132510066;0.001279381560973;0.002155878715779;0.003765479267910625;0.015784271491046;0.009774875379478314
TEMP_MIN_MAX_MENS;0.000799378956899;0.004537263104692;0.003198022864201;0.001410683710666;0.000603569216398;0.00067692485478;0.01671503278781;0.002099636096765;0.0037550639490263747;0.00078397377883;0.0022695188639281876
LAG_08;0.002828370481096;0.007181991655571;0.004433553748769;0.004860290913333;0.00304250799782;0.001432329982044;0.003727057173094;0.001997027982165;0.0036878912417365;0.002270187952337;0.00297903959703675
