FEATURE;ASSIS CHATEAUBRIAND;BARRACÃO;CAMPO LARGO;FOZ DO IGUAÇU;IRATI;IVAIPORÃ;PARANAGUÁ;PARANAVAÍ;MÉDIA;TODOS;MÉDIA FINAL
LAG_01;0.087907632398446;0.086577925264863;0.211385469392051;0.028078151349961;0.095731707155053;0.109999575225258;0.115040832091452;0.083357331883338;0.10225982809505277;0.136652892627377;0.11945636036121489
COVID;0.033268381375684;0.007993776793685;0.007720319877496;0.084646133271358;0.018029782792238;0.009441508078668;0.018206707483119;0.011650486350687;0.023869637002866876;0.033435885209602;0.028652761106234437
LAG_12;0.03350792650311;0.006829847160179;0.026031160249242;0.044248277037585;0.003257417967004;0.004987295497716;0.00921693123673;0.030774828091979;0.01985671046794313;0.019178301956271;0.019517506212107065
ORDEM;0.037227911229453;0.012556962799355;0.004661277074016;0.002760151653664;0.022052135793408;0.022559860763712;0.004934845507062;0.010218139715565;0.014621410567029374;0.004002270717146;0.009311840642087687
FÉRIAS;0.002169013482957;0.004682292197574;0.061165452530847;0.00045335999771;0.000375907207387;0.008262066157302;0.002073955957255;0.003541703815714;0.01034046891834325;0.01742946176865;0.013884965343496626
TEMP_MIN_ACC_MENS;0.006666611193388;0.005268897436291;0.001582396705654;0.00902415811413;0.002999810762276;0.001349317150006;0.015504908740465;0.018033718611558;0.007553727339221;0.001877602184491;0.004715664761856
TEMP_MÉD_ACC_MENS;0.01536662698048;0.003714312056325;0.001839314445877;0.007626365408589;0.008891389450996;0.00130672827969;0.007243091863156;0.007646463367697;0.00670428648160125;0.002046692684717;0.004375489583159125
LAG_06;0.004837589060727;0.001972077830931;0.003951711270197;0.003462165199251;0.003246630437093;0.00787660596881;0.003540406835982;0.019813328824319;0.00608756442841375;0.002389144749723;0.004238354589068375
LAG_02;0.002133235683066;0.004613567251732;0.003539024702475;0.006585350559521;0.002898396547704;0.003253632095449;0.003985467863657;0.01693648428963;0.005493144874154249;0.004007783444432;0.004750464159293125
TEMP_MAX_ACC_MENS;0.004434702913281;0.003134469934502;0.005508855562266;0.010014445443152;0.005096817698424;0.001711262210499;0.002695254563928;0.005409610296422;0.00475067732780925;0.002000769590085;0.003375723458947125
LAG_03;0.000708420184058;0.008084793737011;0.000840761602243;0.002351831101787;0.001595983922277;0.010519123803631;0.001766828221835;0.007939604663419;0.004225918404532625;0.003754771792947;0.0039903450987398125
LAG_05;0.00718407903644;0.001547754035121;0.0057219735604;0.000799441054364;0.002640706307057;0.007228633493768;0.002063637720534;0.00590878367207;0.00413687610996925;0.008832604195653;0.006484740152811125
LAG_11;0.008566570721195;0.004344102504633;0.005754914457333;0.001523558083875;0.001660813612053;0.003215705250939;0.001454608736681;0.003103192464498;0.003702933228900875;0.015062066756253;0.009382499992576938
LAG_08;0.0011138620082;0.007922812506638;0.00412168448939;0.003809319254911;0.002621592230572;0.001626586697839;0.005963693178392;0.001624255660773;0.0036004757533393754;0.002159594155192;0.0028800349542656874
LAG_09;0.001357057367969;0.004013993806789;0.001017347890784;0.002394923366905;0.00126155804197;0.001894244877844;0.003046674362043;0.009867503027243;0.0031066628426933748;0.00155966902532;0.0023331659340066874
MÊS_mar;0.001777758372307;0.000732446491613;5.046839391e-05;0.001093123924217;0.002316179725362;0.00414779462505;0.009239689604701;0.004793047934716;0.0030188136339845;0.011720436751228;0.00736962519260625
LAG_04;0.001163994541519;0.002084252286251;0.001637466439974;0.001326805838167;0.002744406697145;0.008538904527121;0.002270045429808;0.002045390191798;0.002726408243972875;0.001991738063034;0.0023590731535034376
TEMP_MIN_MAX_MENS;0.000433119404602;0.003539549320149;0.001460303747298;0.000647763528609;0.000265499827583;0.000850140906136;0.011688269669533;0.001770268148657;0.0025818643190708753;0.00085303451062;0.0017174494148454377
TEMP_MÉD_MÉD_MENS;0.002335845126533;0.00177231959593;0.001581112175714;0.002803625506793;0.002140894894841;0.000541956019611;0.00462357377989;0.004390281599985;0.002523701087412125;0.000867268935364;0.0016954850113880624
LAG_07;0.001096766164539;0.00215349695805;0.001803284553528;0.000878029880984;0.004451760846257;0.001248549854314;0.002829065994232;0.002037034032196;0.0020622485355125;0.003169575466519;0.0026159120010157497
PRECIPITAÇÃO_MAX_MENS;0.00088973368014;0.002990558650956;0.003979289429557;0.000557542189332;0.000772180792655;0.003904171478551;0.002007423998263;0.001166522270017;0.002033427811183875;0.001192914535995;0.0016131711735894374
TEMP_MIN_MÉD_MENS;0.001683102666759;0.000949163085972;0.001600686427994;0.006238321490739;0.000822680641556;0.000786850485544;0.001629644220361;0.001142160027139;0.0018565761307579999;0.000517567021981;0.0011870715763695
TEMP_MÉD_MIN_MENS;0.002712977672672;0.002086995315596;0.001542537340021;0.000833116034193;0.000414389671715;0.001227383962139;0.00192672703092;0.002945149712134;0.00171115959242375;0.000880473172733;0.001295816382578375
PRECIPITAÇÃO_ACC_MENS;0.001131675911585;0.001468825407472;0.002279266564783;0.001282921254292;0.001785925413476;0.002519157446898;0.000863228275125;0.001677055860736;0.001626007016795875;0.001150720222105;0.0013883636194504377
LAG_10;0.001163002818813;0.00107821745283;0.001080478007859;0.002515253879355;0.000728100008066;0.001205357709659;0.001577314663357;0.003383218667482;0.001591367900927625;0.002026379945218;0.0018088739230728125
TEMP_MÉD_MAX_MENS;0.000281711854172;0.001493306359757;0.002518762857902;0.002597626081542;0.000651392841142;0.0005633403128;0.002352231635579;0.000469090981381;0.001365932865534375;0.000929804225753;0.0011478685456436874
TEMP_MIN_MIN_MENS;0.00122251771481;0.0013984069413;0.001336265445951;0.001771802642518;0.001001554257418;0.000609997706145;0.000984874275493;0.001010109324697;0.0011669410385415002;0.000538204877288;0.0008525729579147501
CURSOS_TEC_INTEGRADO;0.001194426681447;0.000292257865494;0.00701540149662;0.000136856572727;0.0;0.0;5.1299374629e-05;0.000241911836725;0.00111651922845525;0.001125434127548;0.001120976678001625
MÊS_fev;0.00010432194361;0.000237600287926;0.001904021008911;0.000345501976397;0.00013839952441;0.000699321629489;0.005109998654896;9.0322893536e-05;0.0010786859898968752;0.001129969839389;0.0011043279146429376
CURSOS_GRAD_NOTURNO;0.006496081345854;0.0;0.001139927058736;0.000350790740021;0.000211216614442;0.000167580283323;0.000157531468651;0.0;0.0010653909388783748;0.001211065377155;0.0011382281580166874
ANO_2023;0.00037934486576;0.002437813360103;0.000142738242542;0.000825835153786;0.002930035795851;0.000116107508419;0.000144968770426;0.001110604042167;0.00101093096738175;0.000933614001327;0.0009722724843543749
DIA_DA_SEMANA_sex;0.000482969624828;0.000657071568682;0.000884637877055;0.003533365989755;0.000459485004091;0.000428400244703;0.000215286459792;0.00094394328871;0.000950645007202;0.000526051012028;0.000738348009615
FERIADO;0.000345926147086;0.000833755866958;0.000435291742028;0.000798553937079;0.000676396321957;0.000646317031015;0.000785711235256;0.002155427918222;0.000834672524950125;0.001931345927654;0.0013830092263020625
PRECIPITAÇÃO_MÉD_MENS;0.000534263679914;0.001644846567313;0.000496122233648;0.000242881943402;0.000327188700741;0.001792238287417;0.000865015927944;0.000388670990129;0.0007864035413135;0.000511088293994;0.0006487459176537499
DIA_DA_SEMANA_dom;0.000223976588574;0.000736646384876;0.000496938083425;0.000311510989769;0.000326731054192;0.00205032706794;0.001318270585516;0.000767328398134;0.00077896614405325;0.003893338818793;0.002336152481423125
MÊS_jan;0.000652744000121;0.000197810789956;0.001122592231053;0.000666960239667;0.000944525158982;0.000878050367819;0.000207774550961;0.001126200563119;0.0007245822377097501;0.000472839896965;0.0005987110673373751
ANO_2021;8.3584690477e-05;0.004617733556439;0.000697025065336;9.589536184e-05;1.2484710769e-05;2.1364795668e-05;9.917072535e-06;0.000200482879964;0.0007173110166284999;0.000176819291941;0.00044706515428475
TEMP_MAX_MÉD_MENS;0.001254127457725;0.000687623196104;0.000752828130687;0.000740032146959;0.000589335840389;0.000519150051199;0.000327900760029;0.000522339012086;0.00067416707439725;0.00091353722566;0.000793852150028625
ANO_2020;3.3238493264e-05;0.000460991547288;0.001952614389882;0.000278997738614;0.000154705601083;5.5564277905e-05;0.000904415623805;0.001463706699889;0.0006630292964662501;0.001319823793664;0.000991426545065125
TEMP_MAX_MAX_MENS;0.000491286188839;0.000476477971161;0.000501211179001;0.001465550515095;0.000286253227413;0.000302899968739;0.000691872722317;0.000987234397947;0.000650348271314;0.00119013892866;0.000920243599987
ANO_2019;0.001969724771111;6.5502449183e-05;0.000369879423363;0.001039929572625;0.000745842237966;0.000706383954344;0.000168293823981;7.3983169095e-05;0.0006424424252085;0.000152473756556;0.00039745809088225
