FEATURE;ASSIS CHATEAUBRIAND;ASTORGA;BARRACÃO;CAMPO LARGO;CAPANEMA;CASCAVEL;CORONEL VIVIDA;CURITIBA;FOZ DO IGUAÇU;GOIOERÊ;IRATI;IVAIPORÃ;JACAREZINHO;JAGUARIAÍVA;LONDRINA - CENTRO;PALMAS;PARANAGUÁ;PARANAVAÍ;PINHAIS;PITANGA;QUEDAS DO IGUAÇU;TELÊMACO BORBA;UMUARAMA;UNIÃO DA VITÓRIA;MÉDIA;TODOS;MÉDIA FINAL
MÊS_fev;6.9501273112e-05;0.000311612346472;0.000324136288031;0.000987504972166;0.001716046760216;5.524204741e-05;0.001379958455425;0.000128073991411;0.000151279081413;4.0988280249e-05;0.000195323518032;0.000871724921416;0.000197066550561;0.000249715398905;7.4386514489e-05;0.000528555858843;0.004973248000106;0.000940538833792;0.000224744866514;9.8350063967e-05;0.000106728307958;0.000107528884114;0.000138557695335;0.000110383137022;0.0005825498352899583;0.001121681115236;0.0008521154752629792
DIA_DA_SEMANA_qua;0.000131208761527;0.000531675510006;0.000382027268519;0.001784101401026;0.000383551575254;0.000123830840516;0.000534285774187;0.000359981323573;0.000249133577254;0.001206194677213;0.000468194680572;0.000948221023897;0.000109901995628;0.000615983249447;0.0003159435443;0.000803384262973;0.0002778601312;0.000398290515417;0.000370025993123;0.000491218099506;0.001487128271327;0.000375724970829;0.000306018310952;0.000809635430401;0.0005609800495269584;0.001252228452145;0.0009066042508359792
CURSOS_TEC_INTEGRADO;0.000710374354397;0.0;0.000222542423139;0.008541039810158;0.0;0.000489194135937;0.0;3.8049677982e-05;0.000463513301303;0.0;0.0;0.0;0.0;8.1528880002e-05;0.000167980330795;0.000194100575385;8.7309860218e-05;0.000397218328927;0.0;0.000823855995844;0.000216091112012;0.0;0.0;0.00095103337945;0.0005576596735645416;0.000972159073526;0.0007649093735452707
ANO_2020;0.000381165893542;0.00109021061137;0.000321547996946;0.001103490431631;0.000105889059241;0.000527177329412;0.000337996621446;4.4102679728e-05;0.000245762685684;0.000247363527134;0.000435885651648;0.000341763651738;0.004391749769061;0.000981867116654;0.000254306633268;0.000176087839823;0.00058266091016;0.000814743998702;1.8930018734e-05;5.5542346295e-05;0.000342776021849;5.5600267428e-05;0.000310416809876;0.000110946941405;0.0005532493671989583;0.001658193688619;0.0011057215279089792
DIA_DA_SEMANA_sáb;0.000662134823906;0.000285148740455;0.000934085961959;0.001696214022619;0.000625447520177;0.000186914785381;0.000362220029415;0.000744105229358;0.0002885021497;0.000482429988679;0.00026319104624;0.000429763175647;0.000176785422877;0.000326989460636;0.000410513495615;0.000330689171852;0.000324487151047;0.000339595811224;0.000210229812328;0.000519250696884;0.000280046136127;0.000677562204871;0.000223891257086;0.000229842107449;0.00045875167506383326;0.000883214761208;0.0006709832181359167
DIA_DA_SEMANA_ter;0.000197323277637;0.000305666799341;0.000300277272141;0.000320913282854;0.000245270771815;0.000179613542405;0.001019289789754;0.000563290870345;0.000311923965715;0.00068679990348;0.000161961735031;0.000534712720878;0.000839870519572;0.000190206193616;0.000326875635862;0.000784366018908;0.000303484704962;0.000313025504218;0.000339114575578;0.000482869632359;0.000848399648095;0.000933046934574;0.000380900194602;0.000200658420356;0.0004487442464207499;0.00088737179332;0.000668058019870375
MÊS_dez;3.7775764124e-05;0.000232992845567;0.000107179848008;0.001082183492125;0.000185513085764;9.9751835131e-05;0.000286667428865;4.886284963e-05;0.000141898443229;4.5402382174e-05;5.8277938899e-05;0.000762186530352;6.2734440994e-05;0.001595635492996;4.6570854965e-05;0.000239343856786;8.4415116272e-05;0.000157838921676;0.002792502130806;0.000155593145462;9.4072441964e-05;0.000582326100055;0.000194373545763;0.000133348044955;0.0003844769390234167;0.000936577313339;0.0006605271261812083
MÊS_nov;0.000201742997457;6.1622292399e-05;1.9978210624e-05;4.5478763476e-05;0.000104468342518;0.000227380185092;0.000491092338556;0.000348228365407;0.000551766561436;0.000180707258476;6.3073028081e-05;0.000177179750886;2.7400078673e-05;6.4306560546e-05;0.0016052530513;0.0002854576931;0.000229602090835;6.9467004073e-05;0.000446466810779;0.000172369891149;0.000193553765549;7.9330015909e-05;0.00109968134709;0.00031111683392;0.0002940301348887917;0.000516019663094;0.00040502489899139584
CURSOS_TEC_SUBSEQUENTE;0.000429474663603;0.000199469539504;0.0;0.000613489519117;0.0;0.0;0.0;0.002098310363631;0.000450023592855;0.0;0.000430928294172;0.000717459113516;0.001181810324378;0.0;0.000318113441988;0.0;0.000130404517742;2.521092285e-06;0.0;0.0;0.0;0.0;0.000302847116457;0.0;0.00028645214913533334;0.001381458928989;0.0008339555390621667
ANO_2024;0.000242217089912;0.000101329683423;1.0758154499e-05;0.000344058688153;0.000441338604434;0.000304972919529;0.00075634180492;6.7288696502e-05;0.000391990537709;0.000124185868598;0.000394257745802;0.000594559506755;0.000219374214701;9.1920685551e-05;7.4875146749e-05;8.7238817339e-05;8.8473104423e-05;0.000214994736583;0.000763279272031;0.000139769308777;0.000219122170396;0.000684892191422;0.000223761555624;0.000136039304656;0.00027987665868700005;0.000443166514312;0.0003615215864995
MÊS_jul;2.3043996292e-05;0.000490598573626;0.000176085849358;0.000545072677951;0.00110340806125;7.9656678324e-05;0.000310757428015;0.000260132903539;5.1538141932e-05;8.0835056314e-05;0.0002505105494;0.000443505824472;0.000157809916981;0.001005024067168;0.000114582351937;0.000435454154312;0.000306076615847;8.7744043347e-05;0.000108587887053;6.7843667848e-05;0.000150208617977;3.767171975e-05;4.434670419e-05;5.3344364309e-05;0.00026599332713299996;9.8074151138e-05;0.0001820337391355
CURSOS_GRAD_NOTURNO;0.001391429603269;0.0;0.0;0.000914926387462;0.000213220786143;0.000196031737664;0.000399069216938;0.0;0.000136019480644;0.0;8.8115921067e-05;0.000213186814948;0.000103869864627;0.000452818301473;0.000222455691915;0.0;9.3602554574e-05;0.0;0.000760599705529;2.9335597763e-05;0.0;0.00034103036244;0.000394627028754;0.000154670498008;0.00025437539805075;0.001384119737186;0.000819247567618375
ANO_2018;0.000124549730462;4.4625714459e-05;0.000674719687141;0.000380519901915;7.655780316e-06;1.8171642754e-05;0.000128886953583;0.0;0.000122893879919;0.0;0.000146060063269;0.001982825492621;4.7420065872e-05;0.000130063628975;4.3209931947e-05;0.000508571911056;7.1359300617e-05;0.00035378296214;0.000745201697967;3.4991858908e-05;6.684399973e-05;9.9608450084e-05;0.000170915747249;0.000105521739376;0.0002503500058483333;0.000132591868761;0.00019147093730466667
