FEATURE;ASSIS CHATEAUBRIAND;BARRACÃO;CAMPO LARGO;FOZ DO IGUAÇU;IRATI;IVAIPORÃ;PARANAGUÁ;PARANAVAÍ;MÉDIA;TODOS;MÉDIA FINAL
LAG_01;0.091044386579292;0.088293486205178;0.211799938918569;0.022811976254947;0.09197499853673;0.107318887760971;0.114934204441303;0.079896750147694;0.1010093286055855;0.137444533834091;0.11922693121983824
COVID;0.026191758457665;0.010360424391439;0.007082587081087;0.088007073970706;0.022523363090408;0.010852938157712;0.020117819248169;0.01788330294755;0.025377408418092;0.032616868731985;0.0289971385750385
LAG_12;0.030200483013517;0.004967122756359;0.025317106789833;0.037320506701938;0.003554049602156;0.007397240878605;0.008662944701159;0.03502525584595;0.019055588786189622;0.017730193407779;0.01839289109698431
ORDEM;0.043117715426658;0.01013764788799;0.004208406113792;0.004276789497035;0.019273229284688;0.021865193589368;0.004904105827969;0.005372562065012;0.014144456211564002;0.004160409659248;0.009152432935406001
FÉRIAS;0.00237886139532;0.004984803080979;0.061833842418954;0.000350680382527;0.001125041360365;0.009032052990023;0.000855313236861;0.003593530337749;0.010519265650347252;0.017894850536361;0.014207058093354126
TEMP_MIN_ACC_MENS;0.00944125668886;0.004327228839927;0.0012740084499;0.01145638027894;0.002171399732213;0.001474978422735;0.015686545546494;0.015193126069752;0.007628115503602624;0.001760959813406;0.004694537658504312
TEMP_MÉD_ACC_MENS;0.01391644907438;0.00429208622587;0.002807486019437;0.007640011819513;0.007562823614112;0.001597523701345;0.004306349737035;0.009510294905445;0.006454128137142124;0.002712303106741;0.004583215621941562
LAG_02;0.002205131562347;0.003679153539589;0.003496055393574;0.007648197563289;0.002395372066643;0.002656018983019;0.00561520748714;0.019695544459743;0.005923835131918;0.003530445422156;0.004727140277037
LAG_06;0.004135611230874;0.002504144263851;0.003295093671747;0.002333613271637;0.002780171375608;0.007357227133414;0.001992619134214;0.020141744994925;0.005567528134533749;0.002159677089338;0.0038636026119358746
TEMP_MAX_ACC_MENS;0.006840753548778;0.002189044928236;0.00533207972097;0.01012019882918;0.006355731905767;0.001955433843716;0.002784456456395;0.00418869083409;0.0049707987583915;0.002202539011147;0.00358666888476925
