FEATURE;ASSIS CHATEAUBRIAND;BARRACÃO;CAMPO LARGO;FOZ DO IGUAÇU;IRATI;IVAIPORÃ;PARANAGUÁ;PARANAVAÍ;MÉDIA;TODOS;MÉDIA FINAL
LAG_01;0.086311748097273;0.0822778692146;0.206879288330268;0.035108211019442;0.093756464149922;0.104134663283739;0.117741238626562;0.083956050239055;0.10127069162010763;0.137882886706429;0.11957678916326832
COVID;0.025800273309178;0.012377584956922;0.009483745482167;0.077854304406246;0.022785824554782;0.008507555783893;0.019172564256381;0.015824881895722;0.023975841830661378;0.033414523639155;0.02869518273490819
LAG_12;0.034157641221471;0.005996963924332;0.027177745167819;0.038426080749524;0.003569594442605;0.005368958582677;0.011208761602469;0.032954984365229;0.01985759125701575;0.017630431593259;0.018744011425137375
ORDEM;0.039282957756734;0.012204964528759;0.006411191584936;0.003330316047304;0.017114863267032;0.026382862553988;0.005017942144693;0.004979756409826;0.014340606786659;0.004299487036086;0.0093200469113725
FÉRIAS;0.002294496863848;0.004382558706599;0.060865670714621;0.000241689010793;0.000342843884458;0.011272926099214;0.001216021168059;0.0023848718453;0.010375134786611498;0.016895666263381;0.01363540052499625
TEMP_MIN_ACC_MENS;0.011434140396557;0.004100730900145;0.001780696396491;0.008439497138808;0.001645240063851;0.001624332056801;0.020612605464773;0.016498051589199;0.008266911750828125;0.00191795103302;0.005092431391924062
TEMP_MÉD_ACC_MENS;0.012229180066366;0.004693099471345;0.001806196197588;0.006223703859155;0.006470344123639;0.002221686145025;0.005194071153846;0.008815576409214;0.00595673217827225;0.001892384467739;0.003924558323005626
LAG_06;0.004100765311884;0.003845141943931;0.004221411885679;0.00228715203331;0.00377138974078;0.007204757148727;0.003336370784596;0.017443680271089;0.005776333639999501;0.002382216154236;0.004079274897117751
LAG_02;0.002317388786988;0.004836698646709;0.004055805099666;0.005097189577286;0.002808661822878;0.003193398741447;0.003420980914691;0.018792206116166;0.0055652912132288755;0.004292399402056;0.004928845307642438
LAG_03;0.001211921325635;0.008818978666744;0.003191092333209;0.001373337345723;0.001937886730929;0.014859110442094;0.001861331942408;0.00843764143726;0.00521141252800025;0.003906804644036;0.004559108586018125
TEMP_MAX_ACC_MENS;0.003852355175023;0.004094283955656;0.008154180676103;0.014152604191574;0.004783030314792;0.002436898975324;0.00207872827677;0.001897601012316;0.00518121032219475;0.001997188238002;0.0035891992800983754
LAG_05;0.00825049728072;0.001478421173208;0.004293437018994;0.001132045974552;0.003316595836944;0.005251912335996;0.002767501629734;0.006466232962183;0.004119580526541375;0.008720039149418;0.006419809837979688
LAG_08;0.002211489118413;0.006871269542092;0.003478418451957;0.005480692751392;0.003599036592573;0.001557313550924;0.00453105875125;0.002304664499368;0.003754242907246125;0.002549642140239;0.003151942523742563
