DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL;WSB-GLOBAL
2024-05-31;14877.915393395066;18114.2077478448;15729.42670048794;13843.902;14877.915393395066;14877.915393395066
2024-06-30;13972.175753345016;16141.286152498498;13610.133959770774;14555.886;14068.390657554035;14068.390657554035
2024-07-31;13122.10700102494;16043.482908471495;12513.62052563269;15073.275;13765.342206499608;13765.342206499608
2024-08-31;21544.34610425831;21874.64832768166;19908.839440644493;23322.06;21707.680553741156;21707.680553741156
2024-09-30;18881.764805874816;20764.55081578997;18797.558417438348;18240.537;18642.613527623085;18642.613527623085
2024-10-31;19580.907640619807;21698.408653391674;17830.710563123415;14493.457;18138.45354924986;18138.45354924986
