;MAPE;RRMSE
ESN;0.10747118424018019;0.1684160759312131
MLP;0.1172080691444705;0.13441014057496772
RF;0.15366112402027496;0.23338639077038564
XGBoost;0.1376251513533421;0.20305602230507308
WSB;0.12349748755780719;0.17155107577861886
