;MAPE;RRMSE
ESN;0.29518888703647095;0.2910194838820776
MLP;0.40295733976725606;0.35644991950939653
RF;0.40560324565226913;0.3327011534974984
XGBoost;0.429561550855508;0.37897654080250576
WSB;0.3042745470850628;0.2832678251619074
