;MAPE;RRMSE
ESN;0.2468808870729823;0.2961039580218324
MLP;0.24151900897508857;0.24193848717495264
RF;0.2182386057136375;0.2795436279571346
XGBoost;0.24032648968012837;0.2669346056230955
WSB-LOCAL;0.21833401699064733;0.2679375308454257
WSB-GLOBAL;0.21833401699064733;0.2679375308454257
