DATA;ESN;MLP;RF;XGBoost;WSB
2024-05-31;2330.2305382516583;2797.0615777489484;2384.3189531125918;2288.5552;2330.2305382516583
2024-06-30;2026.9257074602351;2429.274757498761;2201.019089400469;1986.8333;2034.1216790021413
2024-07-31;2062.690707711797;2347.578806792805;1778.8306441486486;2180.7034;2081.70286722609
2024-08-31;3300.9382203329405;3246.068446977342;2966.7627245019116;3129.141;3246.16321525791
2024-09-30;2578.0974260393186;2934.0020632437163;2668.176632361279;2768.574;2668.494047091709
2024-10-31;3211.1591453390406;3250.8288010433234;3188.5898705047102;2755.8445;3215.7506779390874
