;MAPE;RRMSE
ESN;0.24793880709678243;0.2930435847728188
MLP;0.22342319490045834;0.24159935626159576
RF;0.23399467830761558;0.30352858936239585
XGBoost;0.24032648968012837;0.2669346056230955
WSB;0.22974433009930398;0.28110701906832974
