;MAPE;RRMSE
ESN;0.23552106144120744;0.2704903715109621
MLP;0.2880761853330942;0.2943848446177456
RF;0.25956674710962324;0.24961790170497267
XGBoost;0.19445921129425114;0.20068921289502392
WSB-LOCAL;0.22891772512478056;0.25365923482508484
WSB-GLOBAL;0.22891772512478056;0.25365923482508484
