DATA;ESN;MLP;RF;XGBoost;WSB-GLOBAL
2024-05-31;15370.58644887678;18549.856753820943;15551.890527713787;15806.689;15370.58644887678
2024-06-30;11583.847868364828;14667.09784692996;12578.862577530801;12381.921;11731.628201010386
2024-07-31;10871.624258566368;14288.152833255004;10556.064795064098;11131.944;10862.519004598384
2024-08-31;19446.07155955843;19600.493123465145;18485.643408384825;18219.148;18905.249104447445
2024-09-30;14813.599233621506;18477.095441704856;16634.60370483662;17311.451;16460.51631935041
2024-10-31;18910.443652381553;20603.232884986406;20641.634820826876;17798.195;20321.408909314312
