;MAPE;RRMSE
ESN;0.23007922319192634;0.25641390468110353
MLP;0.6323425750483062;0.6271222013416755
RF;0.30701555072946213;0.34879749145857436
XGBoost;0.2594925960269375;0.31758443164468914
WSB;0.22499400617848117;0.24669932441561748
