;MAPE;RRMSE
ESN;0.40632174596501364;0.447896413746596
MLP;0.6188401646930074;0.484714778308208
RF;0.5146760845119127;0.42170649868909305
XGBoost;0.43958325377913404;0.408707976455447
WSB;0.40082638516075314;0.41426482139232845
