DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL;WSB-GLOBAL
2024-05-31;6847.822032603957;9114.330580615679;7449.965338756863;8547.592;6847.822032603957;6847.822032603957
2024-06-30;4853.468776986171;7449.350958789321;6504.029659510664;5912.625;5125.536229122292;5125.536229122292
2024-07-31;4457.296482627792;7013.345052779109;5260.427201712184;5052.9146;4687.856931947289;4687.856931947289
2024-08-31;8529.83087773722;9561.886226287612;7766.226043938845;7505.738;8087.822505607759;8087.822505607759
2024-09-30;9685.125916913505;10468.003104412592;9942.446113725739;9255.432;9854.785700011704;9854.785700011704
2024-10-31;8555.677144038124;10692.738053214489;9288.839667717002;8751.869;9159.925257303466;9159.925257303466
