DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL;WSB-GLOBAL
2024-05-31;13190.319522705671;14723.96264461617;13148.118861382087;11966.53;13190.319522705671;13190.319522705671
2024-06-30;7937.105519700192;10914.482695859633;9442.886193135228;8514.419;8024.189835313852;8024.189835313852
2024-07-31;7898.670148393443;10789.998425528012;7654.601334377247;9475.508;8081.0576990977015;8081.0576990977015
2024-08-31;12238.579414087142;14334.748714376427;14218.943973494006;14253.953;12588.246776793318;12588.246776793318
2024-09-30;10353.319512308572;13083.84815848591;13173.891747231699;13156.083;11003.752073763784;11003.752073763784
2024-10-31;13991.559757962717;15353.398831989187;15207.65077942114;17167.129;14364.285484268243;14364.285484268243
