DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL;WSB-GLOBAL
2024-05-31;4792.618570508067;6178.543377178609;4832.516388339398;4514.1704;4792.618570508067;4792.618570508067
2024-06-30;4198.891828976013;5229.838749918091;4588.101005472602;4919.9536;4319.068810411574;4319.068810411574
2024-07-31;4051.7986936678703;5076.585191818395;3681.9680128946816;4643.335;4248.977484814672;4248.977484814672
2024-08-31;5755.266468669369;6656.425769852182;5839.74225348851;6414.3237;6084.795104128815;6084.795104128815
2024-09-30;5622.984490546961;6466.035577373617;6261.422209329654;7025.102;6116.814092416745;6116.814092416745
2024-10-31;6813.867875253282;7521.894367195807;7611.265170128488;7205.8716;7441.127786427335;7441.127786427335
