;OTIMIZADOR;MODELO;CLASSES;SEED;Hidden Layers;Alpha;Activation;Fitness
450;PSO;MLP;10;3000;12;0.305;identity;-0.15
451;PSO;MLP;10;3000;12;0.305;identity;-0.15
452;PSO;MLP;10;3000;12;0.305;identity;-0.15
453;PSO;MLP;10;3000;12;0.305;identity;-0.15
454;PSO;MLP;10;3000;12;0.305;identity;-0.15
455;PSO;MLP;10;3000;12;0.305;identity;-0.15
456;PSO;MLP;10;3000;12;0.305;identity;-0.15
457;PSO;MLP;10;3000;12;0.305;identity;-0.15
458;PSO;MLP;10;3000;12;0.305;identity;-0.15
459;PSO;MLP;10;3000;12;0.305;identity;-0.15
460;PSO;MLP;10;3000;12;0.305;identity;-0.15
461;PSO;MLP;10;3000;12;0.305;identity;-0.15
462;PSO;MLP;10;3000;12;0.305;identity;-0.15
463;PSO;MLP;10;3000;12;0.305;identity;-0.15
464;PSO;MLP;10;3000;12;0.305;identity;-0.15
465;PSO;MLP;10;3000;12;0.305;identity;-0.15
466;PSO;MLP;10;3000;12;0.305;identity;-0.15
467;PSO;MLP;10;3000;12;0.305;identity;-0.15
468;PSO;MLP;10;3000;12;0.305;identity;-0.15
469;PSO;MLP;10;3000;12;0.305;identity;-0.15
470;PSO;MLP;10;3000;12;0.305;identity;-0.15
471;PSO;MLP;10;3000;12;0.305;identity;-0.15
472;PSO;MLP;10;3000;12;0.305;identity;-0.15
473;PSO;MLP;10;3000;12;0.305;identity;-0.15
474;PSO;MLP;10;3000;12;0.305;identity;-0.15
475;PSO;MLP;10;3000;12;0.305;identity;-0.15
476;PSO;MLP;10;3000;12;0.305;identity;-0.15
477;PSO;MLP;10;3000;12;0.305;identity;-0.15
478;PSO;MLP;10;3000;12;0.305;identity;-0.15
479;PSO;MLP;10;3000;12;0.305;identity;-0.15
480;PSO;MLP;10;3000;12;0.305;identity;-0.15
481;PSO;MLP;10;3000;12;0.305;identity;-0.15
482;PSO;MLP;10;3000;12;0.305;identity;-0.15
483;PSO;MLP;10;3000;12;0.305;identity;-0.15
484;PSO;MLP;10;3000;12;0.305;identity;-0.15
485;PSO;MLP;10;3000;12;0.305;identity;-0.15
486;PSO;MLP;10;3000;12;0.305;identity;-0.15
487;PSO;MLP;10;3000;12;0.305;identity;-0.15
488;PSO;MLP;10;3000;12;0.305;identity;-0.15
489;PSO;MLP;10;3000;12;0.305;identity;-0.15
490;PSO;MLP;10;3000;12;0.305;identity;-0.15
491;PSO;MLP;10;3000;12;0.305;identity;-0.15
492;PSO;MLP;10;3000;12;0.305;identity;-0.15
493;PSO;MLP;10;3000;12;0.305;identity;-0.15
494;PSO;MLP;10;3000;12;0.305;identity;-0.15
495;PSO;MLP;10;3000;18;0.578;identity;-0.2
496;PSO;MLP;10;3000;18;0.578;identity;-0.2
497;PSO;MLP;10;3000;18;0.578;identity;-0.2
498;PSO;MLP;10;3000;18;0.578;identity;-0.2
499;PSO;MLP;10;3000;18;0.578;identity;-0.2
500;PSO;MLP;10;3000;18;0.578;identity;-0.2
501;PSO;MLP;10;3000;18;0.578;identity;-0.2
502;PSO;MLP;10;3000;18;0.578;identity;-0.2
503;PSO;MLP;10;3000;18;0.578;identity;-0.2
504;PSO;MLP;10;3000;18;0.578;identity;-0.2
505;PSO;MLP;10;3000;18;0.578;identity;-0.2
506;PSO;MLP;10;3000;18;0.578;identity;-0.2
507;PSO;MLP;10;3000;18;0.578;identity;-0.2
508;PSO;MLP;10;3000;18;0.578;identity;-0.2
509;PSO;MLP;10;3000;18;0.578;identity;-0.2
510;PSO;MLP;10;3000;18;0.578;identity;-0.2
511;PSO;MLP;10;3000;18;0.578;identity;-0.2
512;PSO;MLP;10;3000;18;0.578;identity;-0.2
513;PSO;MLP;10;3000;18;0.578;identity;-0.2
514;PSO;MLP;10;3000;18;0.578;identity;-0.2
515;PSO;MLP;10;3000;18;0.578;identity;-0.2
516;PSO;MLP;10;3000;18;0.578;identity;-0.2
517;PSO;MLP;10;3000;18;0.578;identity;-0.2
518;PSO;MLP;10;3000;18;0.578;identity;-0.2
519;PSO;MLP;10;3000;18;0.578;identity;-0.2
520;PSO;MLP;10;3000;18;0.578;identity;-0.2
521;PSO;MLP;10;3000;18;0.578;identity;-0.2
522;PSO;MLP;10;3000;18;0.578;identity;-0.2
523;PSO;MLP;10;3000;18;0.578;identity;-0.2
524;PSO;MLP;10;3000;18;0.578;identity;-0.2
525;PSO;MLP;10;3000;18;0.578;identity;-0.2
526;PSO;MLP;10;3000;18;0.578;identity;-0.2
527;PSO;MLP;10;3000;18;0.578;identity;-0.2
528;PSO;MLP;10;3000;18;0.578;identity;-0.2
529;PSO;MLP;10;3000;18;0.578;identity;-0.2
530;PSO;MLP;10;3000;18;0.578;identity;-0.2
531;PSO;MLP;10;3000;18;0.578;identity;-0.2
532;PSO;MLP;10;3000;18;0.578;identity;-0.2
533;PSO;MLP;10;3000;18;0.578;identity;-0.2
534;PSO;MLP;10;3000;18;0.578;identity;-0.2
535;PSO;MLP;10;3000;18;0.578;identity;-0.2
536;PSO;MLP;10;3000;18;0.578;identity;-0.2
537;PSO;MLP;10;3000;18;0.578;identity;-0.2
