;OTIMIZADOR;MODELO;CLASSES;SEED;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
1356;SA;XGBoost;10;7000;175;32;gblinear;0.735;0.285;-0.05
1357;SA;XGBoost;10;7000;221;280;gbtree;0.71;0.165;-0.125
1358;SA;XGBoost;10;7000;221;280;gbtree;0.71;0.165;-0.125
1359;SA;XGBoost;10;7000;221;280;gbtree;0.71;0.165;-0.125
1360;SA;XGBoost;10;7000;221;280;gbtree;0.71;0.165;-0.125
1361;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1362;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1363;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1364;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1365;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1366;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1367;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1368;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1369;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1370;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1371;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1372;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1373;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1374;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1375;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1376;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1377;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1378;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1379;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1380;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1381;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1382;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1383;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1384;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1385;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1386;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1387;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1388;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1389;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1390;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1391;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1392;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1393;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1394;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
1395;SA;XGBoost;10;7000;256;281;gbtree;0.295;0.03;-0.15
