;OTIMIZADOR;MODELO;CLASSES;SEED;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
1356;SA;XGBoost;4;7000;175;32;gblinear;0.735;0.285;-0.375
1357;SA;XGBoost;4;7000;221;280;gbtree;0.71;0.165;-0.5
1358;SA;XGBoost;4;7000;221;280;gbtree;0.71;0.165;-0.5
1359;SA;XGBoost;4;7000;207;73;gbtree;0.595;0.725;-0.525
1360;SA;XGBoost;4;7000;207;73;gbtree;0.595;0.725;-0.525
1361;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1362;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1363;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1364;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1365;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1366;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1367;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1368;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1369;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1370;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1371;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1372;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1373;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1374;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1375;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1376;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1377;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1378;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1379;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1380;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1381;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1382;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1383;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1384;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1385;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1386;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1387;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1388;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1389;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1390;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1391;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1392;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1393;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1394;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1395;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1396;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1397;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1398;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1399;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1400;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1401;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1402;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1403;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1404;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1405;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1406;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1407;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1408;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1409;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
1410;SA;XGBoost;4;7000;281;28;gbtree;0.03;0.23;-0.55
