;OTIMIZADOR;MODELO;CLASSES;SEED;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
1575;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1576;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1577;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1578;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1579;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1580;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1581;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1582;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1583;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1584;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1585;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1586;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1587;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1588;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1589;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1590;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1591;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1592;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1593;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1594;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1595;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1596;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1597;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1598;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1599;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1600;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1601;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1602;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1603;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1604;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1605;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1606;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1607;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1608;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1609;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1610;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1611;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1612;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1613;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1614;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1615;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1616;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1617;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1618;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1619;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1620;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1621;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1622;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1623;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1624;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1625;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1626;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1627;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1628;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1629;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1630;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1631;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1632;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1633;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1634;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1635;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1636;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1637;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1638;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1639;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1640;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1641;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1642;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1643;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1644;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1645;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1646;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1647;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1648;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1649;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1650;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1651;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1652;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1653;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1654;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1655;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1656;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1657;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1658;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1659;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1660;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1661;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1662;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1663;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1664;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1665;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1666;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1667;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1668;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1669;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1670;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1671;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1672;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1673;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1674;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1675;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1676;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1677;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1678;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1679;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1680;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
1681;PSO;XGBoost;4;8000;370;122;gbtree;0.162;0.044;-0.55
