;OTIMIZADOR;MODELO;CLASSES;SEED;Hidden Layers;Alpha;Activation;Fitness
904;SA;MLP;4;5000;129;0.46;relu;-0.45
905;SA;MLP;4;5000;243;0.14;tanh;-0.55
906;SA;MLP;4;5000;243;0.14;tanh;-0.55
907;SA;MLP;4;5000;243;0.14;tanh;-0.55
908;SA;MLP;4;5000;243;0.14;tanh;-0.55
909;SA;MLP;4;5000;243;0.14;tanh;-0.55
910;SA;MLP;4;5000;243;0.14;tanh;-0.55
911;SA;MLP;4;5000;243;0.14;tanh;-0.55
912;SA;MLP;4;5000;273;0.96;tanh;-0.575
913;SA;MLP;4;5000;367;0.35;tanh;-0.6
914;SA;MLP;4;5000;367;0.35;tanh;-0.6
915;SA;MLP;4;5000;367;0.35;tanh;-0.6
916;SA;MLP;4;5000;367;0.35;tanh;-0.6
917;SA;MLP;4;5000;188;0.76;identity;-0.625
918;SA;MLP;4;5000;188;0.76;identity;-0.625
919;SA;MLP;4;5000;188;0.76;identity;-0.625
920;SA;MLP;4;5000;188;0.76;identity;-0.625
921;SA;MLP;4;5000;188;0.76;identity;-0.625
922;SA;MLP;4;5000;188;0.76;identity;-0.625
923;SA;MLP;4;5000;188;0.76;identity;-0.625
924;SA;MLP;4;5000;188;0.76;identity;-0.625
925;SA;MLP;4;5000;188;0.76;identity;-0.625
926;SA;MLP;4;5000;188;0.76;identity;-0.625
927;SA;MLP;4;5000;188;0.76;identity;-0.625
928;SA;MLP;4;5000;188;0.76;identity;-0.625
929;SA;MLP;4;5000;188;0.76;identity;-0.625
930;SA;MLP;4;5000;188;0.76;identity;-0.625
931;SA;MLP;4;5000;188;0.76;identity;-0.625
932;SA;MLP;4;5000;188;0.76;identity;-0.625
933;SA;MLP;4;5000;188;0.76;identity;-0.625
934;SA;MLP;4;5000;188;0.76;identity;-0.625
935;SA;MLP;4;5000;188;0.76;identity;-0.625
936;SA;MLP;4;5000;188;0.76;identity;-0.625
937;SA;MLP;4;5000;188;0.76;identity;-0.625
938;SA;MLP;4;5000;188;0.76;identity;-0.625
939;SA;MLP;4;5000;188;0.76;identity;-0.625
940;SA;MLP;4;5000;188;0.76;identity;-0.625
941;SA;MLP;4;5000;188;0.76;identity;-0.625
942;SA;MLP;4;5000;176;0.49;identity;-0.65
943;SA;MLP;4;5000;176;0.49;identity;-0.65
944;SA;MLP;4;5000;176;0.49;identity;-0.65
945;SA;MLP;4;5000;176;0.49;identity;-0.65
946;SA;MLP;4;5000;176;0.49;identity;-0.65
947;SA;MLP;4;5000;176;0.49;identity;-0.65
948;SA;MLP;4;5000;176;0.49;identity;-0.65
949;SA;MLP;4;5000;176;0.49;identity;-0.65
950;SA;MLP;4;5000;176;0.49;identity;-0.65
951;SA;MLP;4;5000;176;0.49;identity;-0.65
952;SA;MLP;4;5000;176;0.49;identity;-0.65
953;SA;MLP;4;5000;176;0.49;identity;-0.65
954;SA;MLP;4;5000;176;0.49;identity;-0.65
955;SA;MLP;4;5000;176;0.49;identity;-0.65
956;SA;MLP;4;5000;176;0.49;identity;-0.65
957;SA;MLP;4;5000;176;0.49;identity;-0.65
958;SA;MLP;4;5000;176;0.49;identity;-0.65
959;SA;MLP;4;5000;176;0.49;identity;-0.65
960;SA;MLP;4;5000;176;0.49;identity;-0.65
961;SA;MLP;4;5000;176;0.49;identity;-0.65
962;SA;MLP;4;5000;176;0.49;identity;-0.65
963;SA;MLP;4;5000;176;0.49;identity;-0.65
964;SA;MLP;4;5000;176;0.49;identity;-0.65
965;SA;MLP;4;5000;176;0.49;identity;-0.65
966;SA;MLP;4;5000;176;0.49;identity;-0.65
