;OTIMIZADOR;MODELO;CLASSES;SEED;N_estimators;Max_depth;Min_samples_split;Min_samples_leaf;Fitness
678;SA;RF;4;4000;219.0;223.0;31.0;47.0;-0.1
679;SA;RF;4;4000;219.0;223.0;31.0;47.0;-0.1
680;SA;RF;4;4000;209.0;350.0;11.0;25.0;-0.175
681;SA;RF;4;4000;209.0;350.0;11.0;25.0;-0.175
682;SA;RF;4;4000;209.0;350.0;11.0;25.0;-0.175
683;SA;RF;4;4000;188.0;102.0;9.0;15.0;-0.3
684;SA;RF;4;4000;188.0;102.0;9.0;15.0;-0.3
685;SA;RF;4;4000;188.0;102.0;9.0;15.0;-0.3
686;SA;RF;4;4000;188.0;102.0;9.0;15.0;-0.3
687;SA;RF;4;4000;188.0;102.0;9.0;15.0;-0.3
688;SA;RF;4;4000;188.0;102.0;9.0;15.0;-0.3
689;SA;RF;4;4000;188.0;102.0;9.0;15.0;-0.3
690;SA;RF;4;4000;188.0;102.0;9.0;15.0;-0.3
691;SA;RF;4;4000;188.0;102.0;9.0;15.0;-0.3
692;SA;RF;4;4000;188.0;102.0;9.0;15.0;-0.3
693;SA;RF;4;4000;188.0;102.0;9.0;15.0;-0.3
694;SA;RF;4;4000;188.0;102.0;9.0;15.0;-0.3
695;SA;RF;4;4000;329.0;304.0;28.0;17.0;-0.35
696;SA;RF;4;4000;329.0;304.0;28.0;17.0;-0.35
697;SA;RF;4;4000;329.0;304.0;28.0;17.0;-0.35
698;SA;RF;4;4000;329.0;304.0;28.0;17.0;-0.35
699;SA;RF;4;4000;157.0;90.0;26.0;7.0;-0.425
700;SA;RF;4;4000;311.0;196.0;9.0;3.0;-0.475
701;SA;RF;4;4000;311.0;196.0;9.0;3.0;-0.475
702;SA;RF;4;4000;311.0;196.0;9.0;3.0;-0.475
703;SA;RF;4;4000;311.0;196.0;9.0;3.0;-0.475
704;SA;RF;4;4000;311.0;196.0;9.0;3.0;-0.475
705;SA;RF;4;4000;311.0;196.0;9.0;3.0;-0.475
706;SA;RF;4;4000;311.0;196.0;9.0;3.0;-0.475
707;SA;RF;4;4000;311.0;196.0;9.0;3.0;-0.475
708;SA;RF;4;4000;311.0;196.0;9.0;3.0;-0.475
709;SA;RF;4;4000;311.0;196.0;9.0;3.0;-0.475
710;SA;RF;4;4000;311.0;196.0;9.0;3.0;-0.475
711;SA;RF;4;4000;311.0;196.0;9.0;3.0;-0.475
712;SA;RF;4;4000;311.0;196.0;9.0;3.0;-0.475
713;SA;RF;4;4000;311.0;196.0;9.0;3.0;-0.475
714;SA;RF;4;4000;311.0;196.0;9.0;3.0;-0.475
715;SA;RF;4;4000;311.0;196.0;9.0;3.0;-0.475
716;SA;RF;4;4000;311.0;196.0;9.0;3.0;-0.475
717;SA;RF;4;4000;311.0;196.0;9.0;3.0;-0.475
718;SA;RF;4;4000;311.0;196.0;9.0;3.0;-0.475
