;OTIMIZADOR;MODELO;CLASSES;SEED;N_estimators;Max_depth;Min_samples_split;Min_samples_leaf;Fitness
2025;PSO;RF;4;10000;91.0;314.0;8.0;5.0;-0.475
2026;PSO;RF;4;10000;91.0;314.0;8.0;5.0;-0.475
2027;PSO;RF;4;10000;91.0;314.0;8.0;5.0;-0.475
2028;PSO;RF;4;10000;91.0;314.0;8.0;5.0;-0.475
2029;PSO;RF;4;10000;91.0;314.0;8.0;5.0;-0.475
2030;PSO;RF;4;10000;91.0;314.0;8.0;5.0;-0.475
2031;PSO;RF;4;10000;91.0;314.0;8.0;5.0;-0.475
2032;PSO;RF;4;10000;91.0;314.0;8.0;5.0;-0.475
2033;PSO;RF;4;10000;91.0;314.0;8.0;5.0;-0.475
2034;PSO;RF;4;10000;91.0;314.0;8.0;5.0;-0.475
2035;PSO;RF;4;10000;91.0;314.0;8.0;5.0;-0.475
2036;PSO;RF;4;10000;91.0;314.0;8.0;5.0;-0.475
2037;PSO;RF;4;10000;91.0;314.0;8.0;5.0;-0.475
2038;PSO;RF;4;10000;91.0;314.0;8.0;5.0;-0.475
2039;PSO;RF;4;10000;91.0;314.0;8.0;5.0;-0.475
2040;PSO;RF;4;10000;24.0;136.0;6.0;4.0;-0.5
2041;PSO;RF;4;10000;24.0;136.0;6.0;4.0;-0.5
2042;PSO;RF;4;10000;24.0;136.0;6.0;4.0;-0.5
2043;PSO;RF;4;10000;24.0;136.0;6.0;4.0;-0.5
2044;PSO;RF;4;10000;24.0;136.0;6.0;4.0;-0.5
2045;PSO;RF;4;10000;24.0;136.0;6.0;4.0;-0.5
2046;PSO;RF;4;10000;24.0;136.0;6.0;4.0;-0.5
2047;PSO;RF;4;10000;24.0;136.0;6.0;4.0;-0.5
2048;PSO;RF;4;10000;24.0;136.0;6.0;4.0;-0.5
2049;PSO;RF;4;10000;24.0;136.0;6.0;4.0;-0.5
2050;PSO;RF;4;10000;24.0;136.0;6.0;4.0;-0.5
2051;PSO;RF;4;10000;24.0;136.0;6.0;4.0;-0.5
