;N_estimators;Max_depth;Min_samples_split;Min_samples_leaf;Fitness
0;73,0;218,0;3,0;7,0;0,31784573690963314
1;73,0;218,0;3,0;7,0;0,31784573690963314
2;73,0;218,0;3,0;7,0;0,31784573690963314
3;73,0;218,0;3,0;7,0;0,31784573690963314
4;92,0;227,0;3,0;8,0;0,3141767077157466
5;92,0;227,0;3,0;8,0;0,3141767077157466
6;92,0;227,0;3,0;8,0;0,3141767077157466
7;92,0;227,0;3,0;8,0;0,3141767077157466
8;85,0;223,0;9,0;6,0;0,31158179259239716
9;85,0;223,0;9,0;6,0;0,31158179259239716
10;85,0;223,0;9,0;6,0;0,31158179259239716
11;85,0;223,0;9,0;6,0;0,31158179259239716
12;85,0;223,0;9,0;6,0;0,31158179259239716
13;76,0;224,0;9,0;6,0;0,3110031175549991
14;76,0;224,0;9,0;6,0;0,3110031175549991
