DATA;MLP;RF;XGBoost
2023-11-30;3;3;6
2023-12-31;3;3;5
2024-01-31;3;8;8
2024-02-29;3;8;2
2024-03-31;8;8;5
2024-04-30;8;8;8
2024-05-31;4;8;2
2024-06-30;5;5;5
2024-07-31;2;0;0
2024-08-31;2;0;3
2024-09-30;2;3;2
2024-10-31;2;3;5
