DATA;MLP;RF;XGBoost
2023-11-30;6;8;8
2023-12-31;6;8;6
2024-01-31;4;4;4
2024-02-29;7;1;6
2024-03-31;8;1;1
2024-04-30;8;8;5
2024-05-31;3;3;3
2024-06-30;2;3;1
2024-07-31;3;3;3
2024-08-31;2;3;3
2024-09-30;6;1;6
2024-10-31;6;1;6
