CLASSES;MLP;RF;XGBoost
3;0,5000000000000001;0,513888888888889;0,513888888888889
4;0,49999999999999994;0,4583333333333333;0,3611111111111111
5;0,4166666666666667;0,4583333333333333;0,3611111111111111
6;0,4305555555555556;0,31944444444444436;0,30555555555555547
7;0,19444444444444445;0,2638888888888889;0,2083333333333333
8;0,19444444444444442;0,29166666666666663;0,16666666666666666
9;0,18055555555555555;0,24999999999999997;0,16666666666666666
10;0,3611111111111111;0,3194444444444445;0,15277777777777776
MÉDIA;0,34722222222222227;0,359375;0,27951388888888884
