;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;352;22;gbtree;0.2368;0.0493;-0.45
1;352;22;gbtree;0.2368;0.0493;-0.45
2;352;22;gbtree;0.2368;0.0493;-0.45
3;321;53;gbtree;0.5389;0.4856;-0.45000000000000007
4;321;53;gbtree;0.5389;0.4856;-0.45000000000000007
5;321;53;gbtree;0.5389;0.4856;-0.45000000000000007
6;247;210;gbtree;0.1301;0.375;-0.475
7;247;210;gbtree;0.1301;0.375;-0.475
8;247;210;gbtree;0.1301;0.375;-0.475
9;247;210;gbtree;0.1301;0.375;-0.475
10;247;210;gbtree;0.1301;0.375;-0.475
11;247;210;gbtree;0.1301;0.375;-0.475
12;247;210;gbtree;0.1301;0.375;-0.475
13;247;210;gbtree;0.1301;0.375;-0.475
14;247;210;gbtree;0.1301;0.375;-0.475
