;OTIMIZADOR;MODELO;CLASSES;SEED;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
900;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
901;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
902;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
903;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
904;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
905;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
906;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
907;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
908;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
909;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
910;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
911;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
912;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
913;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
914;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
915;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
916;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
917;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
918;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
919;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
920;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
921;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
922;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
923;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
924;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
925;PSO;XGBoost;5;5000;89;158;gbtree;0.519;0.718;-0.45
