;OTIMIZADOR;MODELO;CLASSES;SEED;Hidden Layers;Alpha;Activation;Fitness
0;SA;MLP;5;1000;229;0.85;identity;-0.325
1;SA;MLP;5;1000;211;0.45;identity;-0.4
2;SA;MLP;5;1000;211;0.45;identity;-0.4
3;SA;MLP;5;1000;211;0.45;identity;-0.4
4;SA;MLP;5;1000;211;0.45;identity;-0.4
5;SA;MLP;5;1000;211;0.45;identity;-0.4
6;SA;MLP;5;1000;211;0.45;identity;-0.4
7;SA;MLP;5;1000;211;0.45;identity;-0.4
8;SA;MLP;5;1000;211;0.45;identity;-0.4
9;SA;MLP;5;1000;211;0.45;identity;-0.4
10;SA;MLP;5;1000;211;0.45;identity;-0.4
11;SA;MLP;5;1000;211;0.45;identity;-0.4
12;SA;MLP;5;1000;211;0.45;identity;-0.4
13;SA;MLP;5;1000;211;0.45;identity;-0.4
14;SA;MLP;5;1000;211;0.45;identity;-0.4
15;SA;MLP;5;1000;211;0.45;identity;-0.4
16;SA;MLP;5;1000;211;0.45;identity;-0.4
17;SA;MLP;5;1000;211;0.45;identity;-0.4
18;SA;MLP;5;1000;211;0.45;identity;-0.4
19;SA;MLP;5;1000;211;0.45;identity;-0.4
20;SA;MLP;5;1000;211;0.45;identity;-0.4
21;SA;MLP;5;1000;211;0.45;identity;-0.4
22;SA;MLP;5;1000;211;0.45;identity;-0.4
23;SA;MLP;5;1000;211;0.45;identity;-0.4
24;SA;MLP;5;1000;211;0.45;identity;-0.4
25;SA;MLP;5;1000;211;0.45;identity;-0.4
26;SA;MLP;5;1000;211;0.45;identity;-0.4
27;SA;MLP;5;1000;211;0.45;identity;-0.4
28;SA;MLP;5;1000;211;0.45;identity;-0.4
29;SA;MLP;5;1000;211;0.45;identity;-0.4
30;SA;MLP;5;1000;211;0.45;identity;-0.4
31;SA;MLP;5;1000;211;0.45;identity;-0.4
32;SA;MLP;5;1000;211;0.45;identity;-0.4
33;SA;MLP;5;1000;211;0.45;identity;-0.4
34;SA;MLP;5;1000;211;0.45;identity;-0.4
35;SA;MLP;5;1000;211;0.45;identity;-0.4
36;SA;MLP;5;1000;211;0.45;identity;-0.4
37;SA;MLP;5;1000;211;0.45;identity;-0.4
38;SA;MLP;5;1000;211;0.45;identity;-0.4
39;SA;MLP;5;1000;211;0.45;identity;-0.4
40;SA;MLP;5;1000;211;0.45;identity;-0.4
41;SA;MLP;5;1000;211;0.45;identity;-0.4
42;SA;MLP;5;1000;211;0.45;identity;-0.4
43;SA;MLP;5;1000;211;0.45;identity;-0.4
44;SA;MLP;5;1000;211;0.45;identity;-0.4
45;SA;MLP;5;1000;211;0.45;identity;-0.4
46;SA;MLP;5;1000;211;0.45;identity;-0.4
47;SA;MLP;5;1000;211;0.45;identity;-0.4
48;SA;MLP;5;1000;211;0.45;identity;-0.4
49;SA;MLP;5;1000;211;0.45;identity;-0.4
50;SA;MLP;5;1000;211;0.45;identity;-0.4
51;SA;MLP;5;1000;211;0.45;identity;-0.4
52;SA;MLP;5;1000;211;0.45;identity;-0.4
53;SA;MLP;5;1000;211;0.45;identity;-0.4
54;SA;MLP;5;1000;211;0.45;identity;-0.4
55;SA;MLP;5;1000;211;0.45;identity;-0.4
56;SA;MLP;5;1000;211;0.45;identity;-0.4
57;SA;MLP;5;1000;211;0.45;identity;-0.4
58;SA;MLP;5;1000;211;0.45;identity;-0.4
59;SA;MLP;5;1000;211;0.45;identity;-0.4
60;SA;MLP;5;1000;211;0.45;identity;-0.4
61;SA;MLP;5;1000;211;0.45;identity;-0.4
62;SA;MLP;5;1000;211;0.45;identity;-0.4
63;SA;MLP;5;1000;211;0.45;identity;-0.4
64;SA;MLP;5;1000;211;0.45;identity;-0.4
65;SA;MLP;5;1000;211;0.45;identity;-0.4
66;SA;MLP;5;1000;211;0.45;identity;-0.4
67;SA;MLP;5;1000;211;0.45;identity;-0.4
68;SA;MLP;5;1000;211;0.45;identity;-0.4
69;SA;MLP;5;1000;211;0.45;identity;-0.4
70;SA;MLP;5;1000;211;0.45;identity;-0.4
71;SA;MLP;5;1000;211;0.45;identity;-0.4
72;SA;MLP;5;1000;211;0.45;identity;-0.4
73;SA;MLP;5;1000;211;0.45;identity;-0.4
74;SA;MLP;5;1000;211;0.45;identity;-0.4
75;SA;MLP;5;1000;211;0.45;identity;-0.4
