;OTIMIZADOR;MODELO;CLASSES;SEED;Hidden Layers;Alpha;Activation;Fitness
1125;PSO;MLP;5;6000;178;0.959;tanh;-0.325
1126;PSO;MLP;5;6000;178;0.959;tanh;-0.325
1127;PSO;MLP;5;6000;178;0.959;tanh;-0.325
1128;PSO;MLP;5;6000;178;0.959;tanh;-0.325
1129;PSO;MLP;5;6000;178;0.959;tanh;-0.325
1130;PSO;MLP;5;6000;178;0.959;tanh;-0.325
1131;PSO;MLP;5;6000;178;0.959;tanh;-0.325
1132;PSO;MLP;5;6000;178;0.959;tanh;-0.325
1133;PSO;MLP;5;6000;178;0.959;tanh;-0.325
1134;PSO;MLP;5;6000;178;0.959;tanh;-0.325
1135;PSO;MLP;5;6000;178;0.959;tanh;-0.325
1136;PSO;MLP;5;6000;178;0.959;tanh;-0.325
1137;PSO;MLP;5;6000;178;0.959;tanh;-0.325
1138;PSO;MLP;5;6000;178;0.959;tanh;-0.325
1139;PSO;MLP;5;6000;178;0.959;tanh;-0.325
1140;PSO;MLP;5;6000;90;0.36;identity;-0.5
1141;PSO;MLP;5;6000;90;0.36;identity;-0.5
1142;PSO;MLP;5;6000;90;0.36;identity;-0.5
1143;PSO;MLP;5;6000;90;0.36;identity;-0.5
1144;PSO;MLP;5;6000;90;0.36;identity;-0.5
1145;PSO;MLP;5;6000;90;0.36;identity;-0.5
1146;PSO;MLP;5;6000;90;0.36;identity;-0.5
1147;PSO;MLP;5;6000;90;0.36;identity;-0.5
1148;PSO;MLP;5;6000;90;0.36;identity;-0.5
1149;PSO;MLP;5;6000;90;0.36;identity;-0.5
1150;PSO;MLP;5;6000;90;0.36;identity;-0.5
1151;PSO;MLP;5;6000;90;0.36;identity;-0.5
1152;PSO;MLP;5;6000;90;0.36;identity;-0.5
1153;PSO;MLP;5;6000;90;0.36;identity;-0.5
1154;PSO;MLP;5;6000;90;0.36;identity;-0.5
1155;PSO;MLP;5;6000;90;0.36;identity;-0.5
1156;PSO;MLP;5;6000;90;0.36;identity;-0.5
1157;PSO;MLP;5;6000;90;0.36;identity;-0.5
1158;PSO;MLP;5;6000;90;0.36;identity;-0.5
1159;PSO;MLP;5;6000;90;0.36;identity;-0.5
1160;PSO;MLP;5;6000;90;0.36;identity;-0.5
1161;PSO;MLP;5;6000;90;0.36;identity;-0.5
1162;PSO;MLP;5;6000;90;0.36;identity;-0.5
1163;PSO;MLP;5;6000;90;0.36;identity;-0.5
1164;PSO;MLP;5;6000;90;0.36;identity;-0.5
1165;PSO;MLP;5;6000;90;0.36;identity;-0.5
1166;PSO;MLP;5;6000;90;0.36;identity;-0.5
1167;PSO;MLP;5;6000;90;0.36;identity;-0.5
1168;PSO;MLP;5;6000;90;0.36;identity;-0.5
1169;PSO;MLP;5;6000;90;0.36;identity;-0.5
1170;PSO;MLP;5;6000;90;0.36;identity;-0.5
1171;PSO;MLP;5;6000;90;0.36;identity;-0.5
1172;PSO;MLP;5;6000;90;0.36;identity;-0.5
1173;PSO;MLP;5;6000;90;0.36;identity;-0.5
1174;PSO;MLP;5;6000;90;0.36;identity;-0.5
1175;PSO;MLP;5;6000;90;0.36;identity;-0.5
1176;PSO;MLP;5;6000;90;0.36;identity;-0.5
1177;PSO;MLP;5;6000;90;0.36;identity;-0.5
1178;PSO;MLP;5;6000;90;0.36;identity;-0.5
1179;PSO;MLP;5;6000;90;0.36;identity;-0.5
1180;PSO;MLP;5;6000;90;0.36;identity;-0.5
1181;PSO;MLP;5;6000;90;0.36;identity;-0.5
1182;PSO;MLP;5;6000;90;0.36;identity;-0.5
1183;PSO;MLP;5;6000;90;0.36;identity;-0.5
1184;PSO;MLP;5;6000;90;0.36;identity;-0.5
1185;PSO;MLP;5;6000;90;0.36;identity;-0.5
1186;PSO;MLP;5;6000;90;0.36;identity;-0.5
1187;PSO;MLP;5;6000;90;0.36;identity;-0.5
1188;PSO;MLP;5;6000;90;0.36;identity;-0.5
1189;PSO;MLP;5;6000;90;0.36;identity;-0.5
1190;PSO;MLP;5;6000;90;0.36;identity;-0.5
1191;PSO;MLP;5;6000;90;0.36;identity;-0.5
1192;PSO;MLP;5;6000;90;0.36;identity;-0.5
1193;PSO;MLP;5;6000;90;0.36;identity;-0.5
1194;PSO;MLP;5;6000;90;0.36;identity;-0.5
1195;PSO;MLP;5;6000;90;0.36;identity;-0.5
1196;PSO;MLP;5;6000;90;0.36;identity;-0.5
1197;PSO;MLP;5;6000;90;0.36;identity;-0.5
1198;PSO;MLP;5;6000;90;0.36;identity;-0.5
1199;PSO;MLP;5;6000;90;0.36;identity;-0.5
1200;PSO;MLP;5;6000;90;0.36;identity;-0.5
1201;PSO;MLP;5;6000;90;0.36;identity;-0.5
1202;PSO;MLP;5;6000;90;0.36;identity;-0.5
1203;PSO;MLP;5;6000;90;0.36;identity;-0.5
1204;PSO;MLP;5;6000;90;0.36;identity;-0.5
1205;PSO;MLP;5;6000;90;0.36;identity;-0.5
1206;PSO;MLP;5;6000;90;0.36;identity;-0.5
1207;PSO;MLP;5;6000;90;0.36;identity;-0.5
1208;PSO;MLP;5;6000;90;0.36;identity;-0.5
1209;PSO;MLP;5;6000;90;0.36;identity;-0.5
1210;PSO;MLP;5;6000;90;0.36;identity;-0.5
1211;PSO;MLP;5;6000;90;0.36;identity;-0.5
1212;PSO;MLP;5;6000;90;0.36;identity;-0.5
1213;PSO;MLP;5;6000;90;0.36;identity;-0.5
1214;PSO;MLP;5;6000;90;0.36;identity;-0.5
1215;PSO;MLP;5;6000;90;0.36;identity;-0.5
1216;PSO;MLP;5;6000;90;0.36;identity;-0.5
1217;PSO;MLP;5;6000;90;0.36;identity;-0.5
1218;PSO;MLP;5;6000;90;0.36;identity;-0.5
1219;PSO;MLP;5;6000;90;0.36;identity;-0.5
1220;PSO;MLP;5;6000;90;0.36;identity;-0.5
1221;PSO;MLP;5;6000;90;0.36;identity;-0.5
1222;PSO;MLP;5;6000;90;0.36;identity;-0.5
1223;PSO;MLP;5;6000;90;0.36;identity;-0.5
1224;PSO;MLP;5;6000;90;0.36;identity;-0.5
1225;PSO;MLP;5;6000;90;0.36;identity;-0.5
1226;PSO;MLP;5;6000;90;0.36;identity;-0.5
1227;PSO;MLP;5;6000;90;0.36;identity;-0.5
1228;PSO;MLP;5;6000;90;0.36;identity;-0.5
1229;PSO;MLP;5;6000;90;0.36;identity;-0.5
1230;PSO;MLP;5;6000;90;0.36;identity;-0.5
1231;PSO;MLP;5;6000;90;0.36;identity;-0.5
1232;PSO;MLP;5;6000;90;0.36;identity;-0.5
1233;PSO;MLP;5;6000;90;0.36;identity;-0.5
1234;PSO;MLP;5;6000;90;0.36;identity;-0.5
1235;PSO;MLP;5;6000;90;0.36;identity;-0.5
1236;PSO;MLP;5;6000;90;0.36;identity;-0.5
1237;PSO;MLP;5;6000;90;0.36;identity;-0.5
1238;PSO;MLP;5;6000;90;0.36;identity;-0.5
1239;PSO;MLP;5;6000;90;0.36;identity;-0.5
1240;PSO;MLP;5;6000;90;0.36;identity;-0.5
1241;PSO;MLP;5;6000;90;0.36;identity;-0.5
1242;PSO;MLP;5;6000;90;0.36;identity;-0.5
1243;PSO;MLP;5;6000;90;0.36;identity;-0.5
1244;PSO;MLP;5;6000;90;0.36;identity;-0.5
1245;PSO;MLP;5;6000;90;0.36;identity;-0.5
1246;PSO;MLP;5;6000;90;0.36;identity;-0.5
1247;PSO;MLP;5;6000;90;0.36;identity;-0.5
1248;PSO;MLP;5;6000;90;0.36;identity;-0.5
1249;PSO;MLP;5;6000;90;0.36;identity;-0.5
1250;PSO;MLP;5;6000;90;0.36;identity;-0.5
1251;PSO;MLP;5;6000;90;0.36;identity;-0.5
1252;PSO;MLP;5;6000;90;0.36;identity;-0.5
1253;PSO;MLP;5;6000;90;0.36;identity;-0.5
1254;PSO;MLP;5;6000;90;0.36;identity;-0.5
1255;PSO;MLP;5;6000;90;0.36;identity;-0.5
1256;PSO;MLP;5;6000;90;0.36;identity;-0.5
1257;PSO;MLP;5;6000;90;0.36;identity;-0.5
1258;PSO;MLP;5;6000;90;0.36;identity;-0.5
1259;PSO;MLP;5;6000;90;0.36;identity;-0.5
1260;PSO;MLP;5;6000;90;0.36;identity;-0.5
1261;PSO;MLP;5;6000;90;0.36;identity;-0.5
1262;PSO;MLP;5;6000;90;0.36;identity;-0.5
1263;PSO;MLP;5;6000;90;0.36;identity;-0.5
1264;PSO;MLP;5;6000;90;0.36;identity;-0.5
1265;PSO;MLP;5;6000;90;0.36;identity;-0.5
1266;PSO;MLP;5;6000;90;0.36;identity;-0.5
1267;PSO;MLP;5;6000;90;0.36;identity;-0.5
1268;PSO;MLP;5;6000;90;0.36;identity;-0.5
1269;PSO;MLP;5;6000;90;0.36;identity;-0.5
