DATA;MLP;RF;XGBoost
2023-11-30;5;4;7
2023-12-31;5;7;6
2024-01-31;2;6;7
2024-02-29;6;6;5
2024-03-31;7;7;7
2024-04-30;6;5;7
2024-05-31;5;5;5
2024-06-30;2;5;2
2024-07-31;2;0;4
2024-08-31;5;0;2
2024-09-30;4;5;4
2024-10-31;4;6;5
