DATA;MLP;RF;XGBoost
2023-11-30;7;2;7
2023-12-31;7;2;2
2024-01-31;2;2;2
2024-02-29;6;3;2
2024-03-31;7;2;2
2024-04-30;6;6;6
2024-05-31;7;6;6
2024-06-30;4;6;2
2024-07-31;3;4;4
2024-08-31;5;6;4
2024-09-30;5;6;6
2024-10-31;4;6;6
