DATA;MLP;RF;XGBoost
2023-11-30;7;4;7
2023-12-31;3;0;7
2024-01-31;2;0;5
2024-02-29;6;0;0
2024-03-31;5;0;1
2024-04-30;5;5;7
2024-05-31;5;4;6
2024-06-30;2;4;2
2024-07-31;2;4;4
2024-08-31;5;4;6
2024-09-30;6;0;6
2024-10-31;6;4;5
