;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;337;74;gblinear;0.105;0.355;-0.075
1;377;341;gblinear;0.18;0.77;-0.09999999999999999
2;377;341;gblinear;0.18;0.77;-0.09999999999999999
3;365;145;gbtree;0.895;0.9550000000000001;-0.225
4;365;145;gbtree;0.895;0.9550000000000001;-0.225
5;365;145;gbtree;0.895;0.9550000000000001;-0.225
6;365;145;gbtree;0.895;0.9550000000000001;-0.225
7;365;145;gbtree;0.895;0.9550000000000001;-0.225
8;312;307;gbtree;0.8150000000000001;0.685;-0.2333333333333333
9;312;307;gbtree;0.8150000000000001;0.685;-0.2333333333333333
10;312;307;gbtree;0.8150000000000001;0.685;-0.2333333333333333
11;312;307;gbtree;0.8150000000000001;0.685;-0.2333333333333333
12;312;307;gbtree;0.8150000000000001;0.685;-0.2333333333333333
13;312;307;gbtree;0.8150000000000001;0.685;-0.2333333333333333
14;312;307;gbtree;0.8150000000000001;0.685;-0.2333333333333333
15;312;307;gbtree;0.8150000000000001;0.685;-0.2333333333333333
16;312;307;gbtree;0.8150000000000001;0.685;-0.2333333333333333
17;312;307;gbtree;0.8150000000000001;0.685;-0.2333333333333333
18;312;307;gbtree;0.8150000000000001;0.685;-0.2333333333333333
19;312;307;gbtree;0.8150000000000001;0.685;-0.2333333333333333
20;312;307;gbtree;0.8150000000000001;0.685;-0.2333333333333333
21;312;307;gbtree;0.8150000000000001;0.685;-0.2333333333333333
22;231;76;gbtree;0.9550000000000001;0.6;-0.25
23;231;76;gbtree;0.9550000000000001;0.6;-0.25
24;231;76;gbtree;0.9550000000000001;0.6;-0.25
25;231;76;gbtree;0.9550000000000001;0.6;-0.25
26;231;76;gbtree;0.9550000000000001;0.6;-0.25
27;231;76;gbtree;0.9550000000000001;0.6;-0.25
28;231;76;gbtree;0.9550000000000001;0.6;-0.25
29;231;76;gbtree;0.9550000000000001;0.6;-0.25
30;231;76;gbtree;0.9550000000000001;0.6;-0.25
31;231;76;gbtree;0.9550000000000001;0.6;-0.25
32;231;76;gbtree;0.9550000000000001;0.6;-0.25
33;231;76;gbtree;0.9550000000000001;0.6;-0.25
34;231;76;gbtree;0.9550000000000001;0.6;-0.25
35;231;76;gbtree;0.9550000000000001;0.6;-0.25
36;231;76;gbtree;0.9550000000000001;0.6;-0.25
37;231;76;gbtree;0.9550000000000001;0.6;-0.25
38;231;76;gbtree;0.9550000000000001;0.6;-0.25
39;231;76;gbtree;0.9550000000000001;0.6;-0.25
40;231;76;gbtree;0.9550000000000001;0.6;-0.25
41;231;76;gbtree;0.9550000000000001;0.6;-0.25
42;231;76;gbtree;0.9550000000000001;0.6;-0.25
43;231;76;gbtree;0.9550000000000001;0.6;-0.25
44;231;76;gbtree;0.9550000000000001;0.6;-0.25
45;231;76;gbtree;0.9550000000000001;0.6;-0.25
46;231;76;gbtree;0.9550000000000001;0.6;-0.25
47;231;76;gbtree;0.9550000000000001;0.6;-0.25
48;231;76;gbtree;0.9550000000000001;0.6;-0.25
49;231;76;gbtree;0.9550000000000001;0.6;-0.25
50;231;76;gbtree;0.9550000000000001;0.6;-0.25
51;231;76;gbtree;0.9550000000000001;0.6;-0.25
52;231;76;gbtree;0.9550000000000001;0.6;-0.25
53;231;76;gbtree;0.9550000000000001;0.6;-0.25
54;231;76;gbtree;0.9550000000000001;0.6;-0.25
55;231;76;gbtree;0.9550000000000001;0.6;-0.25
56;231;76;gbtree;0.9550000000000001;0.6;-0.25
57;231;76;gbtree;0.9550000000000001;0.6;-0.25
58;231;76;gbtree;0.9550000000000001;0.6;-0.25
