;Hidden Layers;Alpha;Activation;Fitness
0;151;0.4130534005120684;identity;-0.21666666666666665
1;151;0.4130534005120684;identity;-0.21666666666666665
2;151;0.4130534005120684;identity;-0.21666666666666665
3;151;0.4130534005120684;identity;-0.21666666666666665
4;151;0.4130534005120684;identity;-0.21666666666666665
5;151;0.4130534005120684;identity;-0.21666666666666665
6;151;0.4130534005120684;identity;-0.21666666666666665
7;151;0.4130534005120684;identity;-0.21666666666666665
8;151;0.4130534005120684;identity;-0.21666666666666665
9;151;0.4130534005120684;identity;-0.21666666666666665
10;151;0.4130534005120684;identity;-0.21666666666666665
11;151;0.4130534005120684;identity;-0.21666666666666665
12;151;0.4130534005120684;identity;-0.21666666666666665
13;151;0.4130534005120684;identity;-0.21666666666666665
14;151;0.4130534005120684;identity;-0.21666666666666665
