;Reservoirs;Sparsity;Spectral Radius;Fitness
0;52.0;0.0508;0.0294;-0.12500000000000003
1;141.0;0.6459;0.5698;-0.13333333333333333
2;73.0;0.5685;0.5599;-0.18333333333333335
3;73.0;0.5685;0.5599;-0.18333333333333335
4;73.0;0.5685;0.5599;-0.18333333333333335
5;73.0;0.5685;0.5599;-0.18333333333333335
6;73.0;0.5685;0.5599;-0.18333333333333335
7;73.0;0.5685;0.5599;-0.18333333333333335
8;73.0;0.5685;0.5599;-0.18333333333333335
9;73.0;0.5685;0.5599;-0.18333333333333335
10;73.0;0.5685;0.5599;-0.18333333333333335
11;73.0;0.5685;0.5599;-0.18333333333333335
12;73.0;0.5685;0.5599;-0.18333333333333335
13;73.0;0.5685;0.5599;-0.18333333333333335
14;73.0;0.5685;0.5599;-0.18333333333333335
