;N_estimators;Max_depth;Min_samples_split;Min_samples_leaf;Fitness
0;229.0;352.0;8.0;27.0;-0.09166666666666666
1;229.0;352.0;8.0;27.0;-0.09166666666666666
2;229.0;352.0;8.0;27.0;-0.09166666666666666
3;196.0;357.0;33.0;14.0;-0.125
4;196.0;357.0;33.0;14.0;-0.125
5;196.0;357.0;33.0;14.0;-0.125
6;196.0;357.0;33.0;14.0;-0.125
7;196.0;357.0;33.0;14.0;-0.125
8;196.0;357.0;33.0;14.0;-0.125
9;196.0;357.0;33.0;14.0;-0.125
10;196.0;357.0;33.0;14.0;-0.125
11;196.0;357.0;33.0;14.0;-0.125
12;196.0;357.0;33.0;14.0;-0.125
13;196.0;357.0;33.0;14.0;-0.125
14;196.0;357.0;33.0;14.0;-0.125
15;196.0;357.0;33.0;14.0;-0.125
16;251.0;223.0;15.0;5.0;-0.14166666666666666
17;251.0;223.0;15.0;5.0;-0.14166666666666666
18;22.0;261.0;6.0;8.0;-0.175
19;22.0;261.0;6.0;8.0;-0.175
20;22.0;261.0;6.0;8.0;-0.175
21;22.0;261.0;6.0;8.0;-0.175
22;22.0;261.0;6.0;8.0;-0.175
23;22.0;261.0;6.0;8.0;-0.175
24;22.0;261.0;6.0;8.0;-0.175
25;22.0;261.0;6.0;8.0;-0.175
26;22.0;261.0;6.0;8.0;-0.175
27;22.0;261.0;6.0;8.0;-0.175
28;22.0;261.0;6.0;8.0;-0.175
29;22.0;261.0;6.0;8.0;-0.175
30;22.0;261.0;6.0;8.0;-0.175
31;22.0;261.0;6.0;8.0;-0.175
32;22.0;261.0;6.0;8.0;-0.175
33;22.0;261.0;6.0;8.0;-0.175
34;22.0;261.0;6.0;8.0;-0.175
35;22.0;261.0;6.0;8.0;-0.175
36;22.0;261.0;6.0;8.0;-0.175
37;22.0;261.0;6.0;8.0;-0.175
38;22.0;261.0;6.0;8.0;-0.175
39;22.0;261.0;6.0;8.0;-0.175
40;22.0;261.0;6.0;8.0;-0.175
41;22.0;261.0;6.0;8.0;-0.175
42;22.0;261.0;6.0;8.0;-0.175
43;22.0;261.0;6.0;8.0;-0.175
44;22.0;261.0;6.0;8.0;-0.175
45;22.0;261.0;6.0;8.0;-0.175
46;22.0;261.0;6.0;8.0;-0.175
47;22.0;261.0;6.0;8.0;-0.175
48;22.0;261.0;6.0;8.0;-0.175
49;22.0;261.0;6.0;8.0;-0.175
50;22.0;261.0;6.0;8.0;-0.175
51;22.0;261.0;6.0;8.0;-0.175
52;22.0;261.0;6.0;8.0;-0.175
53;22.0;261.0;6.0;8.0;-0.175
54;22.0;261.0;6.0;8.0;-0.175
55;22.0;261.0;6.0;8.0;-0.175
56;22.0;261.0;6.0;8.0;-0.175
57;22.0;261.0;6.0;8.0;-0.175
58;22.0;261.0;6.0;8.0;-0.175
