;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;79;111;gbtree;0.4659;0.5687;-0.21666666666666665
1;87;202;gbtree;0.9012;0.5916;-0.24166666666666664
2;138;99;gbtree;0.5139;0.7216;-0.25000000000000006
3;138;99;gbtree;0.5139;0.7216;-0.25000000000000006
4;138;99;gbtree;0.5139;0.7216;-0.25000000000000006
5;138;99;gbtree;0.5139;0.7216;-0.25000000000000006
6;138;99;gbtree;0.5139;0.7216;-0.25000000000000006
7;138;99;gbtree;0.5139;0.7216;-0.25000000000000006
8;138;99;gbtree;0.5139;0.7216;-0.25000000000000006
9;141;95;gbtree;0.5144;0.722;-0.25833333333333336
10;141;95;gbtree;0.5144;0.722;-0.25833333333333336
11;141;95;gbtree;0.5144;0.722;-0.25833333333333336
12;141;95;gbtree;0.5144;0.722;-0.25833333333333336
13;141;95;gbtree;0.5144;0.722;-0.25833333333333336
14;141;95;gbtree;0.5144;0.722;-0.25833333333333336
