;Hidden Layers;Alpha;Activation;Fitness
0;99;0.35;logistic;-0.09999999999999999
1;381;0.22;logistic;-0.1
2;381;0.22;logistic;-0.1
3;381;0.22;logistic;-0.1
4;381;0.22;logistic;-0.1
5;207;0.58;logistic;-0.10833333333333332
6;207;0.58;logistic;-0.10833333333333332
7;207;0.58;logistic;-0.10833333333333332
8;207;0.58;logistic;-0.10833333333333332
9;398;0.91;logistic;-0.11666666666666665
10;398;0.91;logistic;-0.11666666666666665
11;398;0.91;logistic;-0.11666666666666665
12;398;0.91;logistic;-0.11666666666666665
13;22;0.51;tanh;-0.125
14;22;0.51;tanh;-0.125
15;22;0.51;tanh;-0.125
16;22;0.51;tanh;-0.125
17;22;0.51;tanh;-0.125
18;22;0.51;tanh;-0.125
19;22;0.51;tanh;-0.125
20;22;0.51;tanh;-0.125
21;22;0.51;tanh;-0.125
22;22;0.51;tanh;-0.125
23;316;0.24;logistic;-0.13333333333333333
24;316;0.24;logistic;-0.13333333333333333
25;316;0.24;logistic;-0.13333333333333333
26;316;0.24;logistic;-0.13333333333333333
27;175;0.0;identity;-0.15833333333333335
28;175;0.0;identity;-0.15833333333333335
29;175;0.0;identity;-0.15833333333333335
30;175;0.0;identity;-0.15833333333333335
31;175;0.0;identity;-0.15833333333333335
32;175;0.0;identity;-0.15833333333333335
33;175;0.0;identity;-0.15833333333333335
34;175;0.0;identity;-0.15833333333333335
35;175;0.0;identity;-0.15833333333333335
36;175;0.0;identity;-0.15833333333333335
37;175;0.0;identity;-0.15833333333333335
38;175;0.0;identity;-0.15833333333333335
39;175;0.0;identity;-0.15833333333333335
40;175;0.0;identity;-0.15833333333333335
41;175;0.0;identity;-0.15833333333333335
42;175;0.0;identity;-0.15833333333333335
43;175;0.0;identity;-0.15833333333333335
44;175;0.0;identity;-0.15833333333333335
45;175;0.0;identity;-0.15833333333333335
46;175;0.0;identity;-0.15833333333333335
47;175;0.0;identity;-0.15833333333333335
48;175;0.0;identity;-0.15833333333333335
49;175;0.0;identity;-0.15833333333333335
50;175;0.0;identity;-0.15833333333333335
51;175;0.0;identity;-0.15833333333333335
52;175;0.0;identity;-0.15833333333333335
53;175;0.0;identity;-0.15833333333333335
54;175;0.0;identity;-0.15833333333333335
55;175;0.0;identity;-0.15833333333333335
56;175;0.0;identity;-0.15833333333333335
57;175;0.0;identity;-0.15833333333333335
58;175;0.0;identity;-0.15833333333333335
59;175;0.0;identity;-0.15833333333333335
60;175;0.0;identity;-0.15833333333333335
61;175;0.0;identity;-0.15833333333333335
62;175;0.0;identity;-0.15833333333333335
63;175;0.0;identity;-0.15833333333333335
64;175;0.0;identity;-0.15833333333333335
65;175;0.0;identity;-0.15833333333333335
66;175;0.0;identity;-0.15833333333333335
67;175;0.0;identity;-0.15833333333333335
68;175;0.0;identity;-0.15833333333333335
69;175;0.0;identity;-0.15833333333333335
70;175;0.0;identity;-0.15833333333333335
71;175;0.0;identity;-0.15833333333333335
72;175;0.0;identity;-0.15833333333333335
73;175;0.0;identity;-0.15833333333333335
74;175;0.0;identity;-0.15833333333333335
75;175;0.0;identity;-0.15833333333333335
76;175;0.0;identity;-0.15833333333333335
77;175;0.0;identity;-0.15833333333333335
78;175;0.0;identity;-0.15833333333333335
79;175;0.0;identity;-0.15833333333333335
80;175;0.0;identity;-0.15833333333333335
81;175;0.0;identity;-0.15833333333333335
82;175;0.0;identity;-0.15833333333333335
83;175;0.0;identity;-0.15833333333333335
84;175;0.0;identity;-0.15833333333333335
85;175;0.0;identity;-0.15833333333333335
86;175;0.0;identity;-0.15833333333333335
87;175;0.0;identity;-0.15833333333333335
88;175;0.0;identity;-0.15833333333333335
89;175;0.0;identity;-0.15833333333333335
90;175;0.0;identity;-0.15833333333333335
91;175;0.0;identity;-0.15833333333333335
92;175;0.0;identity;-0.15833333333333335
93;175;0.0;identity;-0.15833333333333335
94;175;0.0;identity;-0.15833333333333335
95;175;0.0;identity;-0.15833333333333335
96;175;0.0;identity;-0.15833333333333335
97;175;0.0;identity;-0.15833333333333335
98;175;0.0;identity;-0.15833333333333335
99;175;0.0;identity;-0.15833333333333335
100;175;0.0;identity;-0.15833333333333335
101;175;0.0;identity;-0.15833333333333335
102;175;0.0;identity;-0.15833333333333335
103;101;0.3;identity;-0.16666666666666669
104;101;0.3;identity;-0.16666666666666669
105;101;0.3;identity;-0.16666666666666669
106;101;0.3;identity;-0.16666666666666669
107;101;0.3;identity;-0.16666666666666669
108;101;0.3;identity;-0.16666666666666669
109;101;0.3;identity;-0.16666666666666669
110;101;0.3;identity;-0.16666666666666669
111;101;0.3;identity;-0.16666666666666669
112;101;0.3;identity;-0.16666666666666669
113;101;0.3;identity;-0.16666666666666669
114;101;0.3;identity;-0.16666666666666669
115;101;0.3;identity;-0.16666666666666669
116;101;0.3;identity;-0.16666666666666669
117;101;0.3;identity;-0.16666666666666669
118;101;0.3;identity;-0.16666666666666669
119;101;0.3;identity;-0.16666666666666669
120;101;0.3;identity;-0.16666666666666669
121;101;0.3;identity;-0.16666666666666669
122;101;0.3;identity;-0.16666666666666669
123;101;0.3;identity;-0.16666666666666669
124;101;0.3;identity;-0.16666666666666669
125;101;0.3;identity;-0.16666666666666669
126;101;0.3;identity;-0.16666666666666669
127;101;0.3;identity;-0.16666666666666669
128;101;0.3;identity;-0.16666666666666669
129;101;0.3;identity;-0.16666666666666669
130;101;0.3;identity;-0.16666666666666669
131;101;0.3;identity;-0.16666666666666669
132;101;0.3;identity;-0.16666666666666669
133;101;0.3;identity;-0.16666666666666669
134;101;0.3;identity;-0.16666666666666669
135;101;0.3;identity;-0.16666666666666669
136;101;0.3;identity;-0.16666666666666669
137;101;0.3;identity;-0.16666666666666669
138;101;0.3;identity;-0.16666666666666669
139;101;0.3;identity;-0.16666666666666669
140;101;0.3;identity;-0.16666666666666669
141;101;0.3;identity;-0.16666666666666669
142;101;0.3;identity;-0.16666666666666669
143;101;0.3;identity;-0.16666666666666669
144;101;0.3;identity;-0.16666666666666669
145;101;0.3;identity;-0.16666666666666669
146;101;0.3;identity;-0.16666666666666669
147;101;0.3;identity;-0.16666666666666669
148;101;0.3;identity;-0.16666666666666669
149;101;0.3;identity;-0.16666666666666669
150;101;0.3;identity;-0.16666666666666669
151;101;0.3;identity;-0.16666666666666669
152;101;0.3;identity;-0.16666666666666669
153;101;0.3;identity;-0.16666666666666669
154;101;0.3;identity;-0.16666666666666669
155;101;0.3;identity;-0.16666666666666669
156;101;0.3;identity;-0.16666666666666669
157;101;0.3;identity;-0.16666666666666669
158;101;0.3;identity;-0.16666666666666669
159;101;0.3;identity;-0.16666666666666669
160;101;0.3;identity;-0.16666666666666669
161;101;0.3;identity;-0.16666666666666669
162;101;0.3;identity;-0.16666666666666669
163;101;0.3;identity;-0.16666666666666669
164;101;0.3;identity;-0.16666666666666669
165;101;0.3;identity;-0.16666666666666669
166;101;0.3;identity;-0.16666666666666669
167;101;0.3;identity;-0.16666666666666669
168;101;0.3;identity;-0.16666666666666669
169;101;0.3;identity;-0.16666666666666669
170;101;0.3;identity;-0.16666666666666669
171;101;0.3;identity;-0.16666666666666669
172;101;0.3;identity;-0.16666666666666669
173;101;0.3;identity;-0.16666666666666669
174;101;0.3;identity;-0.16666666666666669
175;101;0.3;identity;-0.16666666666666669
176;101;0.3;identity;-0.16666666666666669
177;101;0.3;identity;-0.16666666666666669
178;101;0.3;identity;-0.16666666666666669
179;101;0.3;identity;-0.16666666666666669
180;101;0.3;identity;-0.16666666666666669
181;101;0.3;identity;-0.16666666666666669
182;101;0.3;identity;-0.16666666666666669
183;101;0.3;identity;-0.16666666666666669
184;101;0.3;identity;-0.16666666666666669
185;101;0.3;identity;-0.16666666666666669
186;101;0.3;identity;-0.16666666666666669
187;101;0.3;identity;-0.16666666666666669
188;101;0.3;identity;-0.16666666666666669
189;101;0.3;identity;-0.16666666666666669
190;101;0.3;identity;-0.16666666666666669
191;101;0.3;identity;-0.16666666666666669
192;101;0.3;identity;-0.16666666666666669
193;101;0.3;identity;-0.16666666666666669
194;101;0.3;identity;-0.16666666666666669
195;101;0.3;identity;-0.16666666666666669
196;101;0.3;identity;-0.16666666666666669
197;101;0.3;identity;-0.16666666666666669
198;101;0.3;identity;-0.16666666666666669
199;101;0.3;identity;-0.16666666666666669
200;101;0.3;identity;-0.16666666666666669
201;101;0.3;identity;-0.16666666666666669
202;101;0.3;identity;-0.16666666666666669
203;101;0.3;identity;-0.16666666666666669
204;101;0.3;identity;-0.16666666666666669
205;101;0.3;identity;-0.16666666666666669
206;101;0.3;identity;-0.16666666666666669
207;101;0.3;identity;-0.16666666666666669
208;101;0.3;identity;-0.16666666666666669
209;101;0.3;identity;-0.16666666666666669
210;101;0.3;identity;-0.16666666666666669
211;101;0.3;identity;-0.16666666666666669
212;101;0.3;identity;-0.16666666666666669
213;101;0.3;identity;-0.16666666666666669
214;101;0.3;identity;-0.16666666666666669
215;101;0.3;identity;-0.16666666666666669
216;101;0.3;identity;-0.16666666666666669
217;101;0.3;identity;-0.16666666666666669
218;101;0.3;identity;-0.16666666666666669
219;101;0.3;identity;-0.16666666666666669
220;101;0.3;identity;-0.16666666666666669
221;101;0.3;identity;-0.16666666666666669
222;101;0.3;identity;-0.16666666666666669
223;101;0.3;identity;-0.16666666666666669
224;101;0.3;identity;-0.16666666666666669
225;101;0.3;identity;-0.16666666666666669
