;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;186;181;gbtree;0.6900000000000001;0.185;-0.15833333333333335
1;231;246;gbtree;0.58;0.46;-0.20833333333333334
2;231;246;gbtree;0.58;0.46;-0.20833333333333334
3;49;115;gbtree;0.4;0.705;-0.23333333333333334
4;49;115;gbtree;0.4;0.705;-0.23333333333333334
5;49;115;gbtree;0.4;0.705;-0.23333333333333334
6;49;115;gbtree;0.4;0.705;-0.23333333333333334
7;49;115;gbtree;0.4;0.705;-0.23333333333333334
8;49;115;gbtree;0.4;0.705;-0.23333333333333334
9;49;115;gbtree;0.4;0.705;-0.23333333333333334
10;49;115;gbtree;0.4;0.705;-0.23333333333333334
11;49;115;gbtree;0.4;0.705;-0.23333333333333334
12;49;115;gbtree;0.4;0.705;-0.23333333333333334
13;49;115;gbtree;0.4;0.705;-0.23333333333333334
14;49;115;gbtree;0.4;0.705;-0.23333333333333334
15;49;115;gbtree;0.4;0.705;-0.23333333333333334
16;49;115;gbtree;0.4;0.705;-0.23333333333333334
17;49;115;gbtree;0.4;0.705;-0.23333333333333334
18;49;115;gbtree;0.4;0.705;-0.23333333333333334
19;49;115;gbtree;0.4;0.705;-0.23333333333333334
20;49;115;gbtree;0.4;0.705;-0.23333333333333334
21;49;115;gbtree;0.4;0.705;-0.23333333333333334
22;49;115;gbtree;0.4;0.705;-0.23333333333333334
23;49;115;gbtree;0.4;0.705;-0.23333333333333334
24;49;115;gbtree;0.4;0.705;-0.23333333333333334
25;49;115;gbtree;0.4;0.705;-0.23333333333333334
26;49;115;gbtree;0.4;0.705;-0.23333333333333334
27;49;115;gbtree;0.4;0.705;-0.23333333333333334
28;49;115;gbtree;0.4;0.705;-0.23333333333333334
29;49;115;gbtree;0.4;0.705;-0.23333333333333334
30;49;115;gbtree;0.4;0.705;-0.23333333333333334
31;49;115;gbtree;0.4;0.705;-0.23333333333333334
32;49;115;gbtree;0.4;0.705;-0.23333333333333334
33;49;115;gbtree;0.4;0.705;-0.23333333333333334
34;49;115;gbtree;0.4;0.705;-0.23333333333333334
35;49;115;gbtree;0.4;0.705;-0.23333333333333334
36;49;115;gbtree;0.4;0.705;-0.23333333333333334
37;49;115;gbtree;0.4;0.705;-0.23333333333333334
38;49;115;gbtree;0.4;0.705;-0.23333333333333334
39;49;115;gbtree;0.4;0.705;-0.23333333333333334
40;49;115;gbtree;0.4;0.705;-0.23333333333333334
41;49;115;gbtree;0.4;0.705;-0.23333333333333334
42;49;115;gbtree;0.4;0.705;-0.23333333333333334
43;49;115;gbtree;0.4;0.705;-0.23333333333333334
44;49;115;gbtree;0.4;0.705;-0.23333333333333334
45;49;115;gbtree;0.4;0.705;-0.23333333333333334
46;315;224;gbtree;0.525;0.76;-0.2416666666666667
47;315;224;gbtree;0.525;0.76;-0.2416666666666667
48;315;224;gbtree;0.525;0.76;-0.2416666666666667
49;315;224;gbtree;0.525;0.76;-0.2416666666666667
50;315;224;gbtree;0.525;0.76;-0.2416666666666667
51;315;224;gbtree;0.525;0.76;-0.2416666666666667
52;315;224;gbtree;0.525;0.76;-0.2416666666666667
53;315;224;gbtree;0.525;0.76;-0.2416666666666667
54;315;224;gbtree;0.525;0.76;-0.2416666666666667
55;315;224;gbtree;0.525;0.76;-0.2416666666666667
56;315;224;gbtree;0.525;0.76;-0.2416666666666667
57;315;224;gbtree;0.525;0.76;-0.2416666666666667
58;315;224;gbtree;0.525;0.76;-0.2416666666666667
