;Reservoirs;Sparsity;Spectral Radius;Fitness
0;175.0;0.046;0.348;-0.08333333333333334
1;305.0;0.23;0.424;-0.125
2;305.0;0.23;0.424;-0.125
3;305.0;0.23;0.424;-0.125
4;305.0;0.23;0.424;-0.125
5;305.0;0.23;0.424;-0.125
6;305.0;0.23;0.424;-0.125
7;305.0;0.23;0.424;-0.125
8;305.0;0.23;0.424;-0.125
9;305.0;0.23;0.424;-0.125
10;305.0;0.23;0.424;-0.125
11;305.0;0.23;0.424;-0.125
12;305.0;0.23;0.424;-0.125
13;305.0;0.23;0.424;-0.125
14;305.0;0.23;0.424;-0.125
15;305.0;0.23;0.424;-0.125
16;305.0;0.23;0.424;-0.125
17;305.0;0.23;0.424;-0.125
18;202.0;0.366;0.04;-0.14166666666666666
19;202.0;0.366;0.04;-0.14166666666666666
20;202.0;0.366;0.04;-0.14166666666666666
21;202.0;0.366;0.04;-0.14166666666666666
22;202.0;0.366;0.04;-0.14166666666666666
23;202.0;0.366;0.04;-0.14166666666666666
24;202.0;0.366;0.04;-0.14166666666666666
25;202.0;0.366;0.04;-0.14166666666666666
26;202.0;0.366;0.04;-0.14166666666666666
27;202.0;0.366;0.04;-0.14166666666666666
28;202.0;0.366;0.04;-0.14166666666666666
29;202.0;0.366;0.04;-0.14166666666666666
30;202.0;0.366;0.04;-0.14166666666666666
31;202.0;0.366;0.04;-0.14166666666666666
32;202.0;0.366;0.04;-0.14166666666666666
33;202.0;0.366;0.04;-0.14166666666666666
34;202.0;0.366;0.04;-0.14166666666666666
35;202.0;0.366;0.04;-0.14166666666666666
36;202.0;0.366;0.04;-0.14166666666666666
37;202.0;0.366;0.04;-0.14166666666666666
38;202.0;0.366;0.04;-0.14166666666666666
39;202.0;0.366;0.04;-0.14166666666666666
40;202.0;0.366;0.04;-0.14166666666666666
41;205.0;0.021;0.482;-0.14999999999999997
42;248.0;0.124;0.407;-0.15
43;248.0;0.124;0.407;-0.15
44;248.0;0.124;0.407;-0.15
45;248.0;0.124;0.407;-0.15
46;248.0;0.124;0.407;-0.15
47;248.0;0.124;0.407;-0.15
48;248.0;0.124;0.407;-0.15
49;248.0;0.124;0.407;-0.15
50;248.0;0.124;0.407;-0.15
51;248.0;0.124;0.407;-0.15
52;248.0;0.124;0.407;-0.15
53;248.0;0.124;0.407;-0.15
54;248.0;0.124;0.407;-0.15
55;248.0;0.124;0.407;-0.15
56;248.0;0.124;0.407;-0.15
57;248.0;0.124;0.407;-0.15
58;248.0;0.124;0.407;-0.15
59;248.0;0.124;0.407;-0.15
60;248.0;0.124;0.407;-0.15
61;248.0;0.124;0.407;-0.15
62;248.0;0.124;0.407;-0.15
63;248.0;0.124;0.407;-0.15
64;248.0;0.124;0.407;-0.15
65;248.0;0.124;0.407;-0.15
66;201.0;0.01;0.474;-0.2
67;201.0;0.01;0.474;-0.2
68;201.0;0.01;0.474;-0.2
69;201.0;0.01;0.474;-0.2
70;201.0;0.01;0.474;-0.2
71;201.0;0.01;0.474;-0.2
72;201.0;0.01;0.474;-0.2
73;201.0;0.01;0.474;-0.2
74;201.0;0.01;0.474;-0.2
75;201.0;0.01;0.474;-0.2
76;201.0;0.01;0.474;-0.2
77;201.0;0.01;0.474;-0.2
78;201.0;0.01;0.474;-0.2
79;201.0;0.01;0.474;-0.2
80;201.0;0.01;0.474;-0.2
81;201.0;0.01;0.474;-0.2
82;201.0;0.01;0.474;-0.2
83;201.0;0.01;0.474;-0.2
84;201.0;0.01;0.474;-0.2
85;201.0;0.01;0.474;-0.2
86;201.0;0.01;0.474;-0.2
