;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;175;32;gblinear;0.735;0.28500000000000003;-0.08333333333333334
1;221;280;gbtree;0.71;0.165;-0.13333333333333336
2;221;280;gbtree;0.71;0.165;-0.13333333333333336
3;207;73;gbtree;0.595;0.725;-0.23333333333333334
4;207;73;gbtree;0.595;0.725;-0.23333333333333334
5;207;73;gbtree;0.595;0.725;-0.23333333333333334
6;207;73;gbtree;0.595;0.725;-0.23333333333333334
7;207;73;gbtree;0.595;0.725;-0.23333333333333334
8;207;73;gbtree;0.595;0.725;-0.23333333333333334
9;207;73;gbtree;0.595;0.725;-0.23333333333333334
10;207;73;gbtree;0.595;0.725;-0.23333333333333334
11;207;73;gbtree;0.595;0.725;-0.23333333333333334
12;207;73;gbtree;0.595;0.725;-0.23333333333333334
13;207;73;gbtree;0.595;0.725;-0.23333333333333334
14;207;73;gbtree;0.595;0.725;-0.23333333333333334
15;207;73;gbtree;0.595;0.725;-0.23333333333333334
16;207;73;gbtree;0.595;0.725;-0.23333333333333334
17;207;73;gbtree;0.595;0.725;-0.23333333333333334
18;207;73;gbtree;0.595;0.725;-0.23333333333333334
19;207;73;gbtree;0.595;0.725;-0.23333333333333334
20;207;73;gbtree;0.595;0.725;-0.23333333333333334
21;207;73;gbtree;0.595;0.725;-0.23333333333333334
22;207;73;gbtree;0.595;0.725;-0.23333333333333334
23;207;73;gbtree;0.595;0.725;-0.23333333333333334
24;207;73;gbtree;0.595;0.725;-0.23333333333333334
25;207;73;gbtree;0.595;0.725;-0.23333333333333334
26;207;73;gbtree;0.595;0.725;-0.23333333333333334
27;207;73;gbtree;0.595;0.725;-0.23333333333333334
28;207;73;gbtree;0.595;0.725;-0.23333333333333334
29;207;73;gbtree;0.595;0.725;-0.23333333333333334
30;207;73;gbtree;0.595;0.725;-0.23333333333333334
31;207;73;gbtree;0.595;0.725;-0.23333333333333334
32;207;73;gbtree;0.595;0.725;-0.23333333333333334
33;207;73;gbtree;0.595;0.725;-0.23333333333333334
34;207;73;gbtree;0.595;0.725;-0.23333333333333334
35;207;73;gbtree;0.595;0.725;-0.23333333333333334
36;207;73;gbtree;0.595;0.725;-0.23333333333333334
37;207;73;gbtree;0.595;0.725;-0.23333333333333334
38;207;73;gbtree;0.595;0.725;-0.23333333333333334
39;207;73;gbtree;0.595;0.725;-0.23333333333333334
40;207;73;gbtree;0.595;0.725;-0.23333333333333334
41;207;73;gbtree;0.595;0.725;-0.23333333333333334
42;207;73;gbtree;0.595;0.725;-0.23333333333333334
43;207;73;gbtree;0.595;0.725;-0.23333333333333334
44;207;73;gbtree;0.595;0.725;-0.23333333333333334
45;207;73;gbtree;0.595;0.725;-0.23333333333333334
46;207;73;gbtree;0.595;0.725;-0.23333333333333334
47;207;73;gbtree;0.595;0.725;-0.23333333333333334
48;207;73;gbtree;0.595;0.725;-0.23333333333333334
49;207;73;gbtree;0.595;0.725;-0.23333333333333334
50;207;73;gbtree;0.595;0.725;-0.23333333333333334
51;207;73;gbtree;0.595;0.725;-0.23333333333333334
52;207;73;gbtree;0.595;0.725;-0.23333333333333334
53;207;73;gbtree;0.595;0.725;-0.23333333333333334
54;207;73;gbtree;0.595;0.725;-0.23333333333333334
55;207;73;gbtree;0.595;0.725;-0.23333333333333334
56;207;73;gbtree;0.595;0.725;-0.23333333333333334
57;207;73;gbtree;0.595;0.725;-0.23333333333333334
