;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;229;352;gbtree;0.5;0.45;-0.20833333333333331
1;42;249;gbtree;0.68;0.555;-0.24166666666666664
2;42;249;gbtree;0.68;0.555;-0.24166666666666664
3;42;249;gbtree;0.68;0.555;-0.24166666666666664
4;42;249;gbtree;0.68;0.555;-0.24166666666666664
5;42;249;gbtree;0.68;0.555;-0.24166666666666664
6;42;249;gbtree;0.68;0.555;-0.24166666666666664
7;42;249;gbtree;0.68;0.555;-0.24166666666666664
8;42;249;gbtree;0.68;0.555;-0.24166666666666664
9;42;249;gbtree;0.68;0.555;-0.24166666666666664
10;42;249;gbtree;0.68;0.555;-0.24166666666666664
11;42;249;gbtree;0.68;0.555;-0.24166666666666664
12;42;249;gbtree;0.68;0.555;-0.24166666666666664
13;42;249;gbtree;0.68;0.555;-0.24166666666666664
14;42;249;gbtree;0.68;0.555;-0.24166666666666664
15;42;249;gbtree;0.68;0.555;-0.24166666666666664
16;42;249;gbtree;0.68;0.555;-0.24166666666666664
17;42;249;gbtree;0.68;0.555;-0.24166666666666664
18;42;249;gbtree;0.68;0.555;-0.24166666666666664
19;42;249;gbtree;0.68;0.555;-0.24166666666666664
20;42;249;gbtree;0.68;0.555;-0.24166666666666664
21;42;249;gbtree;0.68;0.555;-0.24166666666666664
22;42;249;gbtree;0.68;0.555;-0.24166666666666664
23;42;249;gbtree;0.68;0.555;-0.24166666666666664
24;42;249;gbtree;0.68;0.555;-0.24166666666666664
25;42;249;gbtree;0.68;0.555;-0.24166666666666664
26;42;249;gbtree;0.68;0.555;-0.24166666666666664
27;42;249;gbtree;0.68;0.555;-0.24166666666666664
28;42;249;gbtree;0.68;0.555;-0.24166666666666664
29;42;249;gbtree;0.68;0.555;-0.24166666666666664
30;42;249;gbtree;0.68;0.555;-0.24166666666666664
31;42;249;gbtree;0.68;0.555;-0.24166666666666664
32;42;249;gbtree;0.68;0.555;-0.24166666666666664
33;42;249;gbtree;0.68;0.555;-0.24166666666666664
34;42;249;gbtree;0.68;0.555;-0.24166666666666664
35;42;249;gbtree;0.68;0.555;-0.24166666666666664
36;42;249;gbtree;0.68;0.555;-0.24166666666666664
37;42;249;gbtree;0.68;0.555;-0.24166666666666664
38;42;249;gbtree;0.68;0.555;-0.24166666666666664
39;42;249;gbtree;0.68;0.555;-0.24166666666666664
40;42;249;gbtree;0.68;0.555;-0.24166666666666664
41;42;249;gbtree;0.68;0.555;-0.24166666666666664
42;42;249;gbtree;0.68;0.555;-0.24166666666666664
43;42;249;gbtree;0.68;0.555;-0.24166666666666664
44;42;249;gbtree;0.68;0.555;-0.24166666666666664
45;42;249;gbtree;0.68;0.555;-0.24166666666666664
46;42;249;gbtree;0.68;0.555;-0.24166666666666664
47;42;249;gbtree;0.68;0.555;-0.24166666666666664
48;42;249;gbtree;0.68;0.555;-0.24166666666666664
49;42;249;gbtree;0.68;0.555;-0.24166666666666664
50;42;249;gbtree;0.68;0.555;-0.24166666666666664
51;42;249;gbtree;0.68;0.555;-0.24166666666666664
52;42;249;gbtree;0.68;0.555;-0.24166666666666664
53;42;249;gbtree;0.68;0.555;-0.24166666666666664
54;42;249;gbtree;0.68;0.555;-0.24166666666666664
55;42;249;gbtree;0.68;0.555;-0.24166666666666664
56;42;249;gbtree;0.68;0.555;-0.24166666666666664
57;42;249;gbtree;0.68;0.555;-0.24166666666666664
58;42;249;gbtree;0.68;0.555;-0.24166666666666664
59;42;249;gbtree;0.68;0.555;-0.24166666666666664
60;42;249;gbtree;0.68;0.555;-0.24166666666666664
61;42;249;gbtree;0.68;0.555;-0.24166666666666664
62;42;249;gbtree;0.68;0.555;-0.24166666666666664
63;42;249;gbtree;0.68;0.555;-0.24166666666666664
64;42;249;gbtree;0.68;0.555;-0.24166666666666664
65;42;249;gbtree;0.68;0.555;-0.24166666666666664
66;42;249;gbtree;0.68;0.555;-0.24166666666666664
67;42;249;gbtree;0.68;0.555;-0.24166666666666664
68;42;249;gbtree;0.68;0.555;-0.24166666666666664
69;42;249;gbtree;0.68;0.555;-0.24166666666666664
70;42;249;gbtree;0.68;0.555;-0.24166666666666664
